evidence_id,case_id,fir_number,evidence_number,evidence_type,description,collected_by_officer_id,collection_location,storage_location,chain_of_custody_status,created_at
EVID-004399,CASE-000199,FIR/2026/PS-CHE-002/00199,EVID/00199/4399,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00005,"Near Landmark 44, Mylapore, Chennai","Locker-19, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2026-01-02T21:53:35.160088
EVID-004400,CASE-000200,FIR/2024/PS-LKO-001/00200,EVID/00200/4400,FORENSIC,Toxicology vial from post-mortem,OFFICER-00020,"Near Landmark 80, Hazratganj, Lucknow","Locker-41, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-12-01T23:53:35.160117
EVID-004401,CASE-000001,FIR/2026/PS-MUM-001/00001,EVID/00001/4401,PHYSICAL,Fabric sample with blood stains,OFFICER-00026,"Near Landmark 21, Colaba, Mumbai City","Locker-3, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-06-18T08:53:35.150719
EVID-004402,CASE-000002,FIR/2026/PS-MUM-002/00002,EVID/00002/4402,DOCUMENTARY,Handwritten ransom note,OFFICER-00002,"Near Landmark 83, Bandra West, Mumbai Suburban","Locker-35, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-07-24T20:53:35.150816
EVID-004403,CASE-000003,FIR/2025/PS-PUN-001/00003,EVID/00003/4403,DOCUMENTARY,Forged land deed agreement,OFFICER-00034,"Near Landmark 21, Shivajinagar, Pune","Locker-41, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-08-13T01:53:35.150882
EVID-004404,CASE-000004,FIR/2024/PS-DEL-001/00004,EVID/00004/4404,FORENSIC,Toxicology vial from post-mortem,OFFICER-00036,"Near Landmark 47, Connaught Place, Central Delhi","Locker-43, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-07-01T12:53:35.150934
EVID-004405,CASE-000005,FIR/2026/PS-DEL-002/00005,EVID/00005/4405,PHYSICAL,Recovered sharp metallic tool,OFFICER-00039,"Near Landmark 75, Hauz Khas, South Delhi","Locker-1, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-06-07T04:53:35.150994
EVID-004406,CASE-000006,FIR/2026/PS-BLR-001/00006,EVID/00006/4406,PHYSICAL,Shoe impression cast,OFFICER-00045,"Near Landmark 22, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-29, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-08-01T03:53:35.151044
EVID-004407,CASE-000007,FIR/2024/PS-BLR-002/00007,EVID/00007/4407,PHYSICAL,Fabric sample with blood stains,OFFICER-00011,"Near Landmark 93, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-19, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-08-28T06:53:35.151090
EVID-004408,CASE-000008,FIR/2025/PS-CHE-001/00008,EVID/00008/4408,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00008,"Near Landmark 20, T. Nagar, Chennai","Locker-5, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-02-21T08:53:35.151135
EVID-004409,CASE-000009,FIR/2025/PS-CHE-002/00009,EVID/00009/4409,FORENSIC,Bullet casing recovered from floor,OFFICER-00024,"Near Landmark 12, Mylapore, Chennai","Locker-43, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-05-17T10:53:35.151179
EVID-004410,CASE-000010,FIR/2025/PS-LKO-001/00010,EVID/00010/4410,DOCUMENTARY,Fake identification card,OFFICER-00020,"Near Landmark 77, Hazratganj, Lucknow","Locker-36, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2026-04-17T19:53:35.151230
EVID-004411,CASE-000011,FIR/2025/PS-MUM-001/00011,EVID/00011/4411,FORENSIC,Toxicology vial from post-mortem,OFFICER-00032,"Near Landmark 87, Colaba, Mumbai City","Locker-26, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-04-24T21:53:35.151282
EVID-004412,CASE-000012,FIR/2024/PS-MUM-002/00012,EVID/00012/4412,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00001,"Near Landmark 85, Bandra West, Mumbai Suburban","Locker-15, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-06-03T21:53:35.151326
EVID-004413,CASE-000013,FIR/2026/PS-PUN-001/00013,EVID/00013/4413,FORENSIC,Bullet casing recovered from floor,OFFICER-00049,"Near Landmark 55, Shivajinagar, Pune","Locker-32, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-07-17T00:53:35.151371
EVID-004414,CASE-000014,FIR/2024/PS-DEL-001/00014,EVID/00014/4414,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00001,"Near Landmark 32, Connaught Place, Central Delhi","Locker-40, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-06-21T02:53:35.151414
EVID-004415,CASE-000015,FIR/2024/PS-DEL-002/00015,EVID/00015/4415,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00010,"Near Landmark 23, Hauz Khas, South Delhi","Locker-9, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-06-11T05:53:35.151457
EVID-004416,CASE-000016,FIR/2026/PS-BLR-001/00016,EVID/00016/4416,PHYSICAL,Fabric sample with blood stains,OFFICER-00024,"Near Landmark 56, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-46, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-08-18T23:53:35.151502
EVID-004417,CASE-000017,FIR/2026/PS-BLR-002/00017,EVID/00017/4417,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00050,"Near Landmark 76, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-31, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-11-06T18:53:35.151545
EVID-004418,CASE-000018,FIR/2025/PS-CHE-001/00018,EVID/00018/4418,DOCUMENTARY,Fake identification card,OFFICER-00034,"Near Landmark 32, T. Nagar, Chennai","Locker-20, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-08-06T18:53:35.151598
EVID-004419,CASE-000019,FIR/2025/PS-CHE-002/00019,EVID/00019/4419,FORENSIC,Bullet casing recovered from floor,OFFICER-00012,"Near Landmark 28, Mylapore, Chennai","Locker-34, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2026-03-10T16:53:35.151661
EVID-004420,CASE-000020,FIR/2024/PS-LKO-001/00020,EVID/00020/4420,DIGITAL,SIM card recovered,OFFICER-00009,"Near Landmark 28, Hazratganj, Lucknow","Locker-21, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2026-02-25T08:53:35.151744
EVID-004421,CASE-000021,FIR/2024/PS-MUM-001/00021,EVID/00021/4421,FORENSIC,Toxicology vial from post-mortem,OFFICER-00003,"Near Landmark 45, Colaba, Mumbai City","Locker-48, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-01-05T22:53:35.151802
EVID-004422,CASE-000022,FIR/2024/PS-MUM-002/00022,EVID/00022/4422,FORENSIC,Bullet casing recovered from floor,OFFICER-00014,"Near Landmark 34, Bandra West, Mumbai Suburban","Locker-29, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-05-23T19:53:35.151990
EVID-004423,CASE-000023,FIR/2024/PS-PUN-001/00023,EVID/00023/4423,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00013,"Near Landmark 39, Shivajinagar, Pune","Locker-25, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-01-26T14:53:35.152053
EVID-004424,CASE-000024,FIR/2024/PS-DEL-001/00024,EVID/00024/4424,DOCUMENTARY,Fake identification card,OFFICER-00021,"Near Landmark 89, Connaught Place, Central Delhi","Locker-13, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-06-27T05:53:35.152104
EVID-004425,CASE-000025,FIR/2024/PS-DEL-002/00025,EVID/00025/4425,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00021,"Near Landmark 13, Hauz Khas, South Delhi","Locker-31, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2026-02-02T05:53:35.152159
EVID-004426,CASE-000026,FIR/2024/PS-BLR-001/00026,EVID/00026/4426,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00015,"Near Landmark 67, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-24, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-03-27T02:53:35.152222
EVID-004427,CASE-000027,FIR/2025/PS-BLR-002/00027,EVID/00027/4427,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00029,"Near Landmark 90, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-40, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-01-25T04:53:35.152605
EVID-004428,CASE-000028,FIR/2026/PS-CHE-001/00028,EVID/00028/4428,DOCUMENTARY,Fake identification card,OFFICER-00021,"Near Landmark 54, T. Nagar, Chennai","Locker-15, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-07-29T20:53:35.152665
EVID-004429,CASE-000029,FIR/2024/PS-CHE-002/00029,EVID/00029/4429,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00016,"Near Landmark 58, Mylapore, Chennai","Locker-21, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-10-06T19:53:35.152724
EVID-004430,CASE-000030,FIR/2025/PS-LKO-001/00030,EVID/00030/4430,FORENSIC,Chemical reagent sample,OFFICER-00047,"Near Landmark 60, Hazratganj, Lucknow","Locker-10, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-04-24T16:53:35.152773
EVID-004431,CASE-000031,FIR/2025/PS-MUM-001/00031,EVID/00031/4431,FORENSIC,Bullet casing recovered from floor,OFFICER-00003,"Near Landmark 90, Colaba, Mumbai City","Locker-15, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-08-16T23:53:35.152828
EVID-004432,CASE-000032,FIR/2025/PS-MUM-002/00032,EVID/00032/4432,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00038,"Near Landmark 71, Bandra West, Mumbai Suburban","Locker-14, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-09-23T11:53:35.152878
EVID-004433,CASE-000033,FIR/2025/PS-PUN-001/00033,EVID/00033/4433,FORENSIC,Toxicology vial from post-mortem,OFFICER-00029,"Near Landmark 49, Shivajinagar, Pune","Locker-45, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-10-12T16:53:35.152928
EVID-004434,CASE-000034,FIR/2024/PS-DEL-001/00034,EVID/00034/4434,FORENSIC,Toxicology vial from post-mortem,OFFICER-00018,"Near Landmark 98, Connaught Place, Central Delhi","Locker-44, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-10-14T01:53:35.152979
EVID-004435,CASE-000035,FIR/2026/PS-DEL-002/00035,EVID/00035/4435,DIGITAL,SIM card recovered,OFFICER-00023,"Near Landmark 29, Hauz Khas, South Delhi","Locker-17, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-04-24T12:53:35.153037
EVID-004436,CASE-000036,FIR/2024/PS-BLR-001/00036,EVID/00036/4436,DIGITAL,USB flash drive with encrypted documents,OFFICER-00048,"Near Landmark 59, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-17, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-01-29T12:53:35.153086
EVID-004437,CASE-000037,FIR/2025/PS-BLR-002/00037,EVID/00037/4437,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00022,"Near Landmark 27, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-33, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-05-29T07:53:35.153135
EVID-004438,CASE-000038,FIR/2025/PS-CHE-001/00038,EVID/00038/4438,PHYSICAL,Shoe impression cast,OFFICER-00043,"Near Landmark 20, T. Nagar, Chennai","Locker-9, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-08-15T08:53:35.153183
EVID-004439,CASE-000039,FIR/2025/PS-CHE-002/00039,EVID/00039/4439,PHYSICAL,Fabric sample with blood stains,OFFICER-00009,"Near Landmark 33, Mylapore, Chennai","Locker-10, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2026-01-19T13:53:35.153237
EVID-004440,CASE-000040,FIR/2026/PS-LKO-001/00040,EVID/00040/4440,DOCUMENTARY,Handwritten ransom note,OFFICER-00031,"Near Landmark 85, Hazratganj, Lucknow","Locker-47, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2026-01-22T07:53:35.153284
EVID-004441,CASE-000041,FIR/2026/PS-MUM-001/00041,EVID/00041/4441,FORENSIC,Chemical reagent sample,OFFICER-00002,"Near Landmark 89, Colaba, Mumbai City","Locker-21, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-04-30T06:53:35.153331
EVID-004442,CASE-000042,FIR/2026/PS-MUM-002/00042,EVID/00042/4442,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00046,"Near Landmark 19, Bandra West, Mumbai Suburban","Locker-29, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-10-26T08:53:35.153376
EVID-004443,CASE-000043,FIR/2026/PS-PUN-001/00043,EVID/00043/4443,PHYSICAL,Recovered sharp metallic tool,OFFICER-00019,"Near Landmark 39, Shivajinagar, Pune","Locker-45, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-09-19T06:53:35.153497
EVID-004444,CASE-000044,FIR/2026/PS-DEL-001/00044,EVID/00044/4444,PHYSICAL,Recovered sharp metallic tool,OFFICER-00015,"Near Landmark 40, Connaught Place, Central Delhi","Locker-41, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-04-21T16:53:35.153551
EVID-004445,CASE-000045,FIR/2026/PS-DEL-002/00045,EVID/00045/4445,FORENSIC,Bullet casing recovered from floor,OFFICER-00023,"Near Landmark 65, Hauz Khas, South Delhi","Locker-24, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-11-12T10:53:35.153586
EVID-004446,CASE-000046,FIR/2025/PS-BLR-001/00046,EVID/00046/4446,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00018,"Near Landmark 74, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-35, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-07-14T12:53:35.153621
EVID-004447,CASE-000047,FIR/2024/PS-BLR-002/00047,EVID/00047/4447,FORENSIC,Chemical reagent sample,OFFICER-00049,"Near Landmark 11, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-1, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-08-11T17:53:35.153676
EVID-004448,CASE-000048,FIR/2025/PS-CHE-001/00048,EVID/00048/4448,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00026,"Near Landmark 81, T. Nagar, Chennai","Locker-7, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-06-13T11:53:35.153732
EVID-004449,CASE-000049,FIR/2026/PS-CHE-002/00049,EVID/00049/4449,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00027,"Near Landmark 44, Mylapore, Chennai","Locker-4, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-08-20T15:53:35.153764
EVID-004450,CASE-000050,FIR/2025/PS-LKO-001/00050,EVID/00050/4450,DIGITAL,USB flash drive with encrypted documents,OFFICER-00030,"Near Landmark 51, Hazratganj, Lucknow","Locker-4, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-05-21T02:53:35.153793
EVID-004451,CASE-000051,FIR/2026/PS-MUM-001/00051,EVID/00051/4451,PHYSICAL,Shoe impression cast,OFFICER-00049,"Near Landmark 85, Colaba, Mumbai City","Locker-44, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-08-29T02:53:35.153821
EVID-004452,CASE-000052,FIR/2026/PS-MUM-002/00052,EVID/00052/4452,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00027,"Near Landmark 61, Bandra West, Mumbai Suburban","Locker-20, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-06-08T14:53:35.153848
EVID-004453,CASE-000053,FIR/2026/PS-PUN-001/00053,EVID/00053/4453,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00008,"Near Landmark 76, Shivajinagar, Pune","Locker-5, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-08-18T19:53:35.153876
EVID-004454,CASE-000054,FIR/2026/PS-DEL-001/00054,EVID/00054/4454,PHYSICAL,Latent fingerprint lifted from door handle,OFFICER-00007,"Near Landmark 71, Connaught Place, Central Delhi","Locker-23, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-08-17T15:53:35.153904
EVID-004455,CASE-000055,FIR/2025/PS-DEL-002/00055,EVID/00055/4455,FORENSIC,Bullet casing recovered from floor,OFFICER-00031,"Near Landmark 57, Hauz Khas, South Delhi","Locker-36, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2026-05-07T14:53:35.153930
EVID-004456,CASE-000056,FIR/2026/PS-BLR-001/00056,EVID/00056/4456,FORENSIC,Bullet casing recovered from floor,OFFICER-00014,"Near Landmark 85, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-20, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-09-19T07:53:35.153956
EVID-004457,CASE-000057,FIR/2024/PS-BLR-002/00057,EVID/00057/4457,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00047,"Near Landmark 37, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-10, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-11-30T03:53:35.153988
EVID-004458,CASE-000058,FIR/2026/PS-CHE-001/00058,EVID/00058/4458,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00045,"Near Landmark 75, T. Nagar, Chennai","Locker-27, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2025-12-02T05:53:35.154017
EVID-004459,CASE-000059,FIR/2026/PS-CHE-002/00059,EVID/00059/4459,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00042,"Near Landmark 73, Mylapore, Chennai","Locker-9, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2026-07-27T22:53:35.154045
EVID-004460,CASE-000060,FIR/2024/PS-LKO-001/00060,EVID/00060/4460,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00013,"Near Landmark 25, Hazratganj, Lucknow","Locker-47, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2026-02-12T04:53:35.154070
EVID-004461,CASE-000061,FIR/2024/PS-MUM-001/00061,EVID/00061/4461,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00021,"Near Landmark 49, Colaba, Mumbai City","Locker-34, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-05-01T04:53:35.154115
EVID-004462,CASE-000062,FIR/2025/PS-MUM-002/00062,EVID/00062/4462,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00009,"Near Landmark 21, Bandra West, Mumbai Suburban","Locker-40, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-08-08T17:53:35.154143
EVID-004463,CASE-000063,FIR/2024/PS-PUN-001/00063,EVID/00063/4463,PHYSICAL,Recovered sharp metallic tool,OFFICER-00034,"Near Landmark 46, Shivajinagar, Pune","Locker-45, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-06-30T02:53:35.154185
EVID-004464,CASE-000064,FIR/2024/PS-DEL-001/00064,EVID/00064/4464,FORENSIC,Chemical reagent sample,OFFICER-00007,"Near Landmark 24, Connaught Place, Central Delhi","Locker-34, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-06-17T00:53:35.154231
EVID-004465,CASE-000065,FIR/2024/PS-DEL-002/00065,EVID/00065/4465,FORENSIC,Bullet casing recovered from floor,OFFICER-00022,"Near Landmark 26, Hauz Khas, South Delhi","Locker-34, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-07-19T15:53:35.154260
EVID-004466,CASE-000066,FIR/2024/PS-BLR-001/00066,EVID/00066/4466,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00016,"Near Landmark 13, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-43, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-07-20T18:53:35.154300
EVID-004467,CASE-000067,FIR/2025/PS-BLR-002/00067,EVID/00067/4467,PHYSICAL,Fabric sample with blood stains,OFFICER-00025,"Near Landmark 75, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-19, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-08-08T14:53:35.154333
EVID-004468,CASE-000068,FIR/2025/PS-CHE-001/00068,EVID/00068/4468,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00002,"Near Landmark 67, T. Nagar, Chennai","Locker-13, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-05-24T02:53:35.154362
EVID-004469,CASE-000069,FIR/2026/PS-CHE-002/00069,EVID/00069/4469,FORENSIC,Bullet casing recovered from floor,OFFICER-00040,"Near Landmark 38, Mylapore, Chennai","Locker-28, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-11-03T06:53:35.154388
EVID-004470,CASE-000070,FIR/2026/PS-LKO-001/00070,EVID/00070/4470,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00045,"Near Landmark 44, Hazratganj, Lucknow","Locker-14, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-07-13T13:53:35.154413
EVID-004471,CASE-000071,FIR/2025/PS-MUM-001/00071,EVID/00071/4471,FORENSIC,Toxicology vial from post-mortem,OFFICER-00042,"Near Landmark 21, Colaba, Mumbai City","Locker-36, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-12-14T19:53:35.154441
EVID-004472,CASE-000072,FIR/2025/PS-MUM-002/00072,EVID/00072/4472,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00015,"Near Landmark 85, Bandra West, Mumbai Suburban","Locker-48, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-11-09T02:53:35.154467
EVID-004473,CASE-000073,FIR/2026/PS-PUN-001/00073,EVID/00073/4473,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00001,"Near Landmark 97, Shivajinagar, Pune","Locker-30, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-08-15T07:53:35.154492
EVID-004474,CASE-000074,FIR/2025/PS-DEL-001/00074,EVID/00074/4474,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00001,"Near Landmark 12, Connaught Place, Central Delhi","Locker-42, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-11-29T04:53:35.154520
EVID-004475,CASE-000075,FIR/2025/PS-DEL-002/00075,EVID/00075/4475,FORENSIC,Chemical reagent sample,OFFICER-00021,"Near Landmark 95, Hauz Khas, South Delhi","Locker-19, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-06-29T14:53:35.154550
EVID-004476,CASE-000076,FIR/2024/PS-BLR-001/00076,EVID/00076/4476,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00021,"Near Landmark 42, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-43, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-05-02T01:53:35.154574
EVID-004477,CASE-000077,FIR/2026/PS-BLR-002/00077,EVID/00077/4477,FORENSIC,Toxicology vial from post-mortem,OFFICER-00017,"Near Landmark 65, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-27, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-07-18T08:53:35.154598
EVID-004478,CASE-000078,FIR/2026/PS-CHE-001/00078,EVID/00078/4478,DOCUMENTARY,Forged land deed agreement,OFFICER-00008,"Near Landmark 30, T. Nagar, Chennai","Locker-48, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-04-15T05:53:35.154631
EVID-004479,CASE-000079,FIR/2024/PS-CHE-002/00079,EVID/00079/4479,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00014,"Near Landmark 28, Mylapore, Chennai","Locker-34, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-10-29T11:53:35.154658
EVID-004480,CASE-000080,FIR/2025/PS-LKO-001/00080,EVID/00080/4480,DIGITAL,SIM card recovered,OFFICER-00040,"Near Landmark 41, Hazratganj, Lucknow","Locker-12, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-08-30T10:53:35.154682
EVID-004481,CASE-000081,FIR/2026/PS-MUM-001/00081,EVID/00081/4481,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00025,"Near Landmark 47, Colaba, Mumbai City","Locker-8, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-11-05T20:53:35.154712
EVID-004482,CASE-000082,FIR/2025/PS-MUM-002/00082,EVID/00082/4482,DIGITAL,USB flash drive with encrypted documents,OFFICER-00026,"Near Landmark 69, Bandra West, Mumbai Suburban","Locker-7, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-02-14T09:53:35.154761
EVID-004483,CASE-000083,FIR/2024/PS-PUN-001/00083,EVID/00083/4483,DIGITAL,SIM card recovered,OFFICER-00032,"Near Landmark 29, Shivajinagar, Pune","Locker-5, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-12-07T05:53:35.154789
EVID-004484,CASE-000084,FIR/2026/PS-DEL-001/00084,EVID/00084/4484,FORENSIC,Chemical reagent sample,OFFICER-00034,"Near Landmark 16, Connaught Place, Central Delhi","Locker-16, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-02-19T01:53:35.154827
EVID-004485,CASE-000085,FIR/2025/PS-DEL-002/00085,EVID/00085/4485,DOCUMENTARY,Handwritten ransom note,OFFICER-00031,"Near Landmark 97, Hauz Khas, South Delhi","Locker-44, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-08-08T08:53:35.154854
EVID-004486,CASE-000086,FIR/2026/PS-BLR-001/00086,EVID/00086/4486,FORENSIC,Chemical reagent sample,OFFICER-00003,"Near Landmark 68, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-49, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-04-05T18:53:35.154880
EVID-004487,CASE-000087,FIR/2024/PS-BLR-002/00087,EVID/00087/4487,PHYSICAL,Latent fingerprint lifted from door handle,OFFICER-00002,"Near Landmark 11, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-42, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-07-08T19:53:35.154904
EVID-004488,CASE-000088,FIR/2025/PS-CHE-001/00088,EVID/00088/4488,FORENSIC,Bullet casing recovered from floor,OFFICER-00015,"Near Landmark 54, T. Nagar, Chennai","Locker-41, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2025-11-07T17:53:35.154968
