case_id,fir_number,police_station_id,station_name,assigned_officer_id,assigned_officer_name,assigned_officer_badge,crime_category,crime_type,priority,current_status,registration_date,incident_date,location,short_summary,detailed_description,applicable_sections,source,created_by,updated_by,created_at,updated_at
CASE-000150,FIR/2026/PS-LKO-001/00150,STATION-PS-LKO-001,Hazratganj Police Station,OFFICER-00010,Savita Kulkarni,BADGE-LUC-1010,NON_COGNIZABLE,ACCIDENT,MEDIUM,CLOSED_SOLVED,2025-05-03T07:53:35.157717,2025-05-01T16:53:35.157717,"{""address"": ""Near Landmark 77, Hazratganj, Lucknow"", ""latitude"": 26.839327508082206, ""longitude"": 80.9388754868963, ""district"": ""Lucknow"", ""state"": ""Uttar Pradesh""}",Incident of accident reported near Lucknow.,Detailed police incident report regarding ACCIDENT under jurisdiction of Hazratganj Police Station. Investigation initiated by Officer Savita Kulkarni (BADGE-LUC-1010). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""279"", ""description"": ""Rash driving or riding on a public way""}, {""act"": ""IPC"", ""section"": ""304A"", ""description"": ""Causing death by negligence""}, {""act"": ""Motor Vehicles Act"", ""section"": ""184"", ""description"": ""Dangerous driving""}]",WALK_IN,USER-00201,USER-00201,2025-05-03T07:53:35.157717,2026-08-31T18:53:35.157737
CASE-000151,FIR/2024/PS-MUM-001/00151,STATION-PS-MUM-001,Colaba Police Station,OFFICER-00031,Uma Naidu,BADGE-MUM-1031,NON_COGNIZABLE,ACCIDENT,MEDIUM,CLOSED_SOLVED,2026-05-01T09:53:35.157759,2026-04-29T10:53:35.157759,"{""address"": ""Near Landmark 18, Colaba, Mumbai City"", ""latitude"": 18.90392720360604, ""longitude"": 72.83677253318326, ""district"": ""Mumbai City"", ""state"": ""Maharashtra""}",Incident of accident reported near Mumbai City.,Detailed police incident report regarding ACCIDENT under jurisdiction of Colaba Police Station. Investigation initiated by Officer Uma Naidu (BADGE-MUM-1031). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""279"", ""description"": ""Rash driving or riding on a public way""}, {""act"": ""IPC"", ""section"": ""304A"", ""description"": ""Causing death by negligence""}, {""act"": ""Motor Vehicles Act"", ""section"": ""184"", ""description"": ""Dangerous driving""}]",WALK_IN,USER-00246,USER-00246,2026-05-01T09:53:35.157759,2026-08-31T18:53:35.157782
CASE-000152,FIR/2024/PS-MUM-002/00152,STATION-PS-MUM-002,Bandra Police Station,OFFICER-00022,Gaurav Tiwari,BADGE-MUM-1022,COGNIZABLE,ROBBERY,MEDIUM,UNDER_INVESTIGATION,2025-10-20T07:53:35.157803,2025-10-18T17:53:35.157803,"{""address"": ""Near Landmark 31, Bandra West, Mumbai Suburban"", ""latitude"": 19.067190386866024, ""longitude"": 72.81480737982527, ""district"": ""Mumbai Suburban"", ""state"": ""Maharashtra""}",Incident of robbery reported near Mumbai Suburban.,Detailed police incident report regarding ROBBERY under jurisdiction of Bandra Police Station. Investigation initiated by Officer Gaurav Tiwari (BADGE-MUM-1022). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""392"", ""description"": ""Punishment for robbery""}, {""act"": ""IPC"", ""section"": ""395"", ""description"": ""Punishment for dacoity""}, {""act"": ""BNS"", ""section"": ""309"", ""description"": ""Robbery""}]",WALK_IN,USER-00206,USER-00206,2025-10-20T07:53:35.157803,2026-08-31T18:53:35.157822
CASE-000153,FIR/2024/PS-PUN-001/00153,STATION-PS-PUN-001,Shivajinagar Police Station,OFFICER-00023,Yashoda Das,BADGE-PUN-1023,NON_COGNIZABLE,CYBER_CRIME,LOW,UNDER_INVESTIGATION,2026-07-27T20:53:35.157844,2026-07-27T17:53:35.157844,"{""address"": ""Near Landmark 83, Shivajinagar, Pune"", ""latitude"": 18.531289900783886, ""longitude"": 73.84576405671228, ""district"": ""Pune"", ""state"": ""Maharashtra""}",Incident of cyber crime reported near Pune.,Detailed police incident report regarding CYBER_CRIME under jurisdiction of Shivajinagar Police Station. Investigation initiated by Officer Yashoda Das (BADGE-PUN-1023). Initial inspection conducted at incident location.,"[{""act"": ""IT Act"", ""section"": ""66C"", ""description"": ""Punishment for identity theft""}, {""act"": ""IT Act"", ""section"": ""66D"", ""description"": ""Punishment for cheating by personation using computer resource""}, {""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}]",WALK_IN,USER-00045,USER-00045,2026-07-27T20:53:35.157844,2026-08-31T18:53:35.157867
CASE-000154,FIR/2024/PS-DEL-001/00154,STATION-PS-DEL-001,Connaught Place Police Station,OFFICER-00044,Jitendra Mishra,BADGE-CEN-1044,NON_COGNIZABLE,OTHERS,MEDIUM,UNDER_INVESTIGATION,2026-08-16T06:53:35.157888,2026-08-15T09:53:35.157888,"{""address"": ""Near Landmark 70, Connaught Place, Central Delhi"", ""latitude"": 28.640382113688762, ""longitude"": 77.21405906994053, ""district"": ""Central Delhi"", ""state"": ""Delhi""}",Incident of others reported near Central Delhi.,Detailed police incident report regarding OTHERS under jurisdiction of Connaught Place Police Station. Investigation initiated by Officer Jitendra Mishra (BADGE-CEN-1044). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""506"", ""description"": ""Punishment for criminal intimidation""}]",WALK_IN,USER-00005,USER-00005,2026-08-16T06:53:35.157888,2026-08-31T18:53:35.157907
CASE-000155,FIR/2026/PS-DEL-002/00155,STATION-PS-DEL-002,Hauz Khas Police Station,OFFICER-00015,Nikhil Gowda,BADGE-SOU-1015,NON_COGNIZABLE,THEFT,HIGH,CLOSED_SOLVED,2025-12-05T23:53:35.157927,2025-12-04T11:53:35.157927,"{""address"": ""Near Landmark 52, Hauz Khas, South Delhi"", ""latitude"": 28.55115603348506, ""longitude"": 77.21466828905098, ""district"": ""South Delhi"", ""state"": ""Delhi""}",Incident of theft reported near South Delhi.,Detailed police incident report regarding THEFT under jurisdiction of Hauz Khas Police Station. Investigation initiated by Officer Nikhil Gowda (BADGE-SOU-1015). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""378"", ""description"": ""Theft""}, {""act"": ""IPC"", ""section"": ""379"", ""description"": ""Punishment for theft""}, {""act"": ""IPC"", ""section"": ""380"", ""description"": ""Theft in dwelling house""}, {""act"": ""BNS"", ""section"": ""303"", ""description"": ""Theft and aggravated theft""}]",WALK_IN,USER-00019,USER-00019,2025-12-05T23:53:35.157927,2026-08-31T18:53:35.157949
CASE-000156,FIR/2024/PS-BLR-001/00156,STATION-PS-BLR-001,Koramangala Police Station,OFFICER-00046,Indu Singh,BADGE-BAN-1046,NON_COGNIZABLE,ASSAULT,LOW,REGISTERED,2026-03-08T17:53:35.157972,2026-03-08T07:53:35.157972,"{""address"": ""Near Landmark 72, Koramangala 1st to 8th Blocks, Bangalore Urban"", ""latitude"": 12.944309744064826, ""longitude"": 77.62074820251661, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of assault reported near Bangalore Urban.,Detailed police incident report regarding ASSAULT under jurisdiction of Koramangala Police Station. Investigation initiated by Officer Indu Singh (BADGE-BAN-1046). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""323"", ""description"": ""Punishment for voluntarily causing hurt""}, {""act"": ""IPC"", ""section"": ""325"", ""description"": ""Punishment for voluntarily causing grievous hurt""}, {""act"": ""BNS"", ""section"": ""115"", ""description"": ""Voluntarily causing hurt""}]",WALK_IN,USER-00036,USER-00036,2026-03-08T17:53:35.157972,2026-08-31T18:53:35.157992
CASE-000157,FIR/2025/PS-BLR-002/00157,STATION-PS-BLR-002,Indiranagar Police Station,OFFICER-00017,Alok Malik,BADGE-BAN-1017,COGNIZABLE,ROBBERY,LOW,CLOSED_SOLVED,2026-01-27T15:53:35.158015,2026-01-27T09:53:35.158015,"{""address"": ""Near Landmark 82, Indiranagar 1st and 2nd Stages, Bangalore Urban"", ""latitude"": 12.973405169712219, ""longitude"": 77.63419295648433, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of robbery reported near Bangalore Urban.,Detailed police incident report regarding ROBBERY under jurisdiction of Indiranagar Police Station. Investigation initiated by Officer Alok Malik (BADGE-BAN-1017). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""392"", ""description"": ""Punishment for robbery""}, {""act"": ""IPC"", ""section"": ""395"", ""description"": ""Punishment for dacoity""}, {""act"": ""BNS"", ""section"": ""309"", ""description"": ""Robbery""}]",WALK_IN,USER-00033,USER-00033,2026-01-27T15:53:35.158015,2026-08-31T18:53:35.158046
CASE-000158,FIR/2024/PS-CHE-001/00158,STATION-PS-CHE-001,T. Nagar Police Station,OFFICER-00008,Ajay Bhatt,BADGE-CHE-1008,COGNIZABLE,MURDER,MEDIUM,UNDER_INVESTIGATION,2025-10-12T04:53:35.158069,2025-10-11T17:53:35.158069,"{""address"": ""Near Landmark 71, T. Nagar, Chennai"", ""latitude"": 13.041771015477146, ""longitude"": 80.23586399758295, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of murder reported near Chennai.,Detailed police incident report regarding MURDER under jurisdiction of T. Nagar Police Station. Investigation initiated by Officer Ajay Bhatt (BADGE-CHE-1008). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""302"", ""description"": ""Punishment for murder""}, {""act"": ""IPC"", ""section"": ""307"", ""description"": ""Attempt to murder""}, {""act"": ""BNS"", ""section"": ""103"", ""description"": ""Punishment for murder""}]",WALK_IN,USER-00042,USER-00042,2025-10-12T04:53:35.158069,2026-08-31T18:53:35.158090
CASE-000159,FIR/2025/PS-CHE-002/00159,STATION-PS-CHE-002,Mylapore Police Station,OFFICER-00029,Vidya Dubey,BADGE-CHE-1029,COGNIZABLE,ROBBERY,LOW,UNDER_INVESTIGATION,2026-08-03T04:53:35.158122,2026-08-02T16:53:35.158122,"{""address"": ""Near Landmark 21, Mylapore, Chennai"", ""latitude"": 13.04990023679434, ""longitude"": 80.25108153783474, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of robbery reported near Chennai.,Detailed police incident report regarding ROBBERY under jurisdiction of Mylapore Police Station. Investigation initiated by Officer Vidya Dubey (BADGE-CHE-1029). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""392"", ""description"": ""Punishment for robbery""}, {""act"": ""IPC"", ""section"": ""395"", ""description"": ""Punishment for dacoity""}, {""act"": ""BNS"", ""section"": ""309"", ""description"": ""Robbery""}]",WALK_IN,USER-00024,USER-00024,2026-08-03T04:53:35.158122,2026-08-31T18:53:35.158142
CASE-000160,FIR/2026/PS-LKO-001/00160,STATION-PS-LKO-001,Hazratganj Police Station,OFFICER-00010,Savita Kulkarni,BADGE-LUC-1010,NON_COGNIZABLE,DRUG_OFFENCE,CRITICAL,UNDER_INVESTIGATION,2026-01-10T22:53:35.158164,2026-01-10T06:53:35.158164,"{""address"": ""Near Landmark 11, Hazratganj, Lucknow"", ""latitude"": 26.837858074141437, ""longitude"": 80.96538638185162, ""district"": ""Lucknow"", ""state"": ""Uttar Pradesh""}",Incident of drug offence reported near Lucknow.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of Hazratganj Police Station. Investigation initiated by Officer Savita Kulkarni (BADGE-LUC-1010). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00224,USER-00224,2026-01-10T22:53:35.158164,2026-08-31T18:53:35.158183
CASE-000161,FIR/2026/PS-MUM-001/00161,STATION-PS-MUM-001,Colaba Police Station,OFFICER-00041,Radha Dubey,BADGE-MUM-1041,NON_COGNIZABLE,FINANCIAL_CRIME,HIGH,UNDER_INVESTIGATION,2026-07-20T20:53:35.158204,2026-07-20T17:53:35.158204,"{""address"": ""Near Landmark 76, Colaba, Mumbai City"", ""latitude"": 18.917334725946723, ""longitude"": 72.80626605116761, ""district"": ""Mumbai City"", ""state"": ""Maharashtra""}",Incident of financial crime reported near Mumbai City.,Detailed police incident report regarding FINANCIAL_CRIME under jurisdiction of Colaba Police Station. Investigation initiated by Officer Radha Dubey (BADGE-MUM-1041). Initial inspection conducted at incident location.,"[{""act"": ""PMLA"", ""section"": ""3"", ""description"": ""Offence of money-laundering""}, {""act"": ""IPC"", ""section"": ""409"", ""description"": ""Criminal breach of trust by public servant, banker, merchant or agent""}]",WALK_IN,USER-00210,USER-00210,2026-07-20T20:53:35.158204,2026-08-31T18:53:35.158224
CASE-000162,FIR/2025/PS-MUM-002/00162,STATION-PS-MUM-002,Bandra Police Station,OFFICER-00012,Pankaj Banerjee,BADGE-MUM-1012,NON_COGNIZABLE,DRUG_OFFENCE,MEDIUM,REGISTERED,2026-06-13T07:53:35.158245,2026-06-11T08:53:35.158245,"{""address"": ""Near Landmark 24, Bandra West, Mumbai Suburban"", ""latitude"": 19.076602074475996, ""longitude"": 72.8163543813475, ""district"": ""Mumbai Suburban"", ""state"": ""Maharashtra""}",Incident of drug offence reported near Mumbai Suburban.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of Bandra Police Station. Investigation initiated by Officer Pankaj Banerjee (BADGE-MUM-1012). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00212,USER-00212,2026-06-13T07:53:35.158245,2026-08-31T18:53:35.158264
CASE-000163,FIR/2025/PS-PUN-001/00163,STATION-PS-PUN-001,Shivajinagar Police Station,OFFICER-00013,Suman Iyer,BADGE-PUN-1013,NON_COGNIZABLE,FINANCIAL_CRIME,LOW,REGISTERED,2026-08-16T10:53:35.158285,2026-08-14T11:53:35.158285,"{""address"": ""Near Landmark 30, Shivajinagar, Pune"", ""latitude"": 18.534074974096015, ""longitude"": 73.83964589342443, ""district"": ""Pune"", ""state"": ""Maharashtra""}",Incident of financial crime reported near Pune.,Detailed police incident report regarding FINANCIAL_CRIME under jurisdiction of Shivajinagar Police Station. Investigation initiated by Officer Suman Iyer (BADGE-PUN-1013). Initial inspection conducted at incident location.,"[{""act"": ""PMLA"", ""section"": ""3"", ""description"": ""Offence of money-laundering""}, {""act"": ""IPC"", ""section"": ""409"", ""description"": ""Criminal breach of trust by public servant, banker, merchant or agent""}]",WALK_IN,USER-00007,USER-00007,2026-08-16T10:53:35.158285,2026-08-31T18:53:35.158304
CASE-000164,FIR/2025/PS-DEL-001/00164,STATION-PS-DEL-001,Connaught Place Police Station,OFFICER-00044,Jitendra Mishra,BADGE-CEN-1044,NON_COGNIZABLE,FRAUD,MEDIUM,CHARGE_SHEET_FILED,2026-07-21T01:53:35.158325,2026-07-19T14:53:35.158325,"{""address"": ""Near Landmark 21, Connaught Place, Central Delhi"", ""latitude"": 28.63963525749124, ""longitude"": 77.23258400537601, ""district"": ""Central Delhi"", ""state"": ""Delhi""}",Incident of fraud reported near Central Delhi.,Detailed police incident report regarding FRAUD under jurisdiction of Connaught Place Police Station. Investigation initiated by Officer Jitendra Mishra (BADGE-CEN-1044). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}, {""act"": ""IPC"", ""section"": ""406"", ""description"": ""Punishment for criminal breach of trust""}, {""act"": ""IPC"", ""section"": ""468"", ""description"": ""Forgery for purpose of cheating""}]",WALK_IN,USER-00203,USER-00203,2026-07-21T01:53:35.158325,2026-08-31T18:53:35.158344
CASE-000165,FIR/2025/PS-DEL-002/00165,STATION-PS-DEL-002,Hauz Khas Police Station,OFFICER-00015,Nikhil Gowda,BADGE-SOU-1015,COGNIZABLE,ROBBERY,LOW,CLOSED_UNSOLVED,2026-07-29T06:53:35.158365,2026-07-27T07:53:35.158365,"{""address"": ""Near Landmark 45, Hauz Khas, South Delhi"", ""latitude"": 28.54554465697698, ""longitude"": 77.20243468716471, ""district"": ""South Delhi"", ""state"": ""Delhi""}",Incident of robbery reported near South Delhi.,Detailed police incident report regarding ROBBERY under jurisdiction of Hauz Khas Police Station. Investigation initiated by Officer Nikhil Gowda (BADGE-SOU-1015). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""392"", ""description"": ""Punishment for robbery""}, {""act"": ""IPC"", ""section"": ""395"", ""description"": ""Punishment for dacoity""}, {""act"": ""BNS"", ""section"": ""309"", ""description"": ""Robbery""}]",WALK_IN,USER-00228,USER-00228,2026-07-29T06:53:35.158365,2026-08-31T18:53:35.158385
CASE-000166,FIR/2026/PS-BLR-001/00166,STATION-PS-BLR-001,Koramangala Police Station,OFFICER-00026,Vandana Chauhan,BADGE-BAN-1026,NON_COGNIZABLE,DOMESTIC_VIOLENCE,HIGH,UNDER_INVESTIGATION,2025-12-11T14:53:35.158405,2025-12-10T16:53:35.158405,"{""address"": ""Near Landmark 20, Koramangala 1st to 8th Blocks, Bangalore Urban"", ""latitude"": 12.941359087567877, ""longitude"": 77.60789067649935, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of domestic violence reported near Bangalore Urban.,Detailed police incident report regarding DOMESTIC_VIOLENCE under jurisdiction of Koramangala Police Station. Investigation initiated by Officer Vandana Chauhan (BADGE-BAN-1026). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""498A"", ""description"": ""Husband or relative of husband subjecting woman to cruelty""}, {""act"": ""DV Act"", ""section"": ""12"", ""description"": ""Application to Magistrate for domestic violence relief""}]",WALK_IN,USER-00212,USER-00212,2025-12-11T14:53:35.158405,2026-08-31T18:53:35.158424
CASE-000167,FIR/2025/PS-BLR-002/00167,STATION-PS-BLR-002,Indiranagar Police Station,OFFICER-00037,Sunil Iyer,BADGE-BAN-1037,NON_COGNIZABLE,OTHERS,CRITICAL,UNDER_INVESTIGATION,2025-11-02T16:53:35.158453,2025-11-01T12:53:35.158453,"{""address"": ""Near Landmark 45, Indiranagar 1st and 2nd Stages, Bangalore Urban"", ""latitude"": 12.974200967321114, ""longitude"": 77.63433151294343, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of others reported near Bangalore Urban.,Detailed police incident report regarding OTHERS under jurisdiction of Indiranagar Police Station. Investigation initiated by Officer Sunil Iyer (BADGE-BAN-1037). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""506"", ""description"": ""Punishment for criminal intimidation""}]",WALK_IN,USER-00249,USER-00249,2025-11-02T16:53:35.158453,2026-08-31T18:53:35.158474
CASE-000168,FIR/2026/PS-CHE-001/00168,STATION-PS-CHE-001,T. Nagar Police Station,OFFICER-00038,Mohan Mehta,BADGE-CHE-1038,COGNIZABLE,KIDNAPPING,HIGH,UNDER_INVESTIGATION,2025-10-16T20:53:35.158495,2025-10-16T10:53:35.158495,"{""address"": ""Near Landmark 70, T. Nagar, Chennai"", ""latitude"": 13.048733408598201, ""longitude"": 80.21997936836634, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of kidnapping reported near Chennai.,Detailed police incident report regarding KIDNAPPING under jurisdiction of T. Nagar Police Station. Investigation initiated by Officer Mohan Mehta (BADGE-CHE-1038). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""364"", ""description"": ""Kidnapping or abducting in order to murder""}, {""act"": ""IPC"", ""section"": ""364A"", ""description"": ""Kidnapping for ransom""}, {""act"": ""BNS"", ""section"": ""140"", ""description"": ""Kidnapping or abduction for ransom""}]",WALK_IN,USER-00238,USER-00238,2025-10-16T20:53:35.158495,2026-08-31T18:53:35.158514
CASE-000169,FIR/2025/PS-CHE-002/00169,STATION-PS-CHE-002,Mylapore Police Station,OFFICER-00009,Pradeep Dutta,BADGE-CHE-1009,NON_COGNIZABLE,ASSAULT,HIGH,UNDER_INVESTIGATION,2026-04-14T19:53:35.158535,2026-04-14T13:53:35.158535,"{""address"": ""Near Landmark 10, Mylapore, Chennai"", ""latitude"": 13.032975243296612, ""longitude"": 80.27309495854789, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of assault reported near Chennai.,Detailed police incident report regarding ASSAULT under jurisdiction of Mylapore Police Station. Investigation initiated by Officer Pradeep Dutta (BADGE-CHE-1009). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""323"", ""description"": ""Punishment for voluntarily causing hurt""}, {""act"": ""IPC"", ""section"": ""325"", ""description"": ""Punishment for voluntarily causing grievous hurt""}, {""act"": ""BNS"", ""section"": ""115"", ""description"": ""Voluntarily causing hurt""}]",WALK_IN,USER-00043,USER-00043,2026-04-14T19:53:35.158535,2026-08-31T18:53:35.158555
CASE-000170,FIR/2026/PS-LKO-001/00170,STATION-PS-LKO-001,Hazratganj Police Station,OFFICER-00010,Savita Kulkarni,BADGE-LUC-1010,NON_COGNIZABLE,DRUG_OFFENCE,MEDIUM,REGISTERED,2026-01-21T09:53:35.158583,2026-01-19T15:53:35.158583,"{""address"": ""Near Landmark 39, Hazratganj, Lucknow"", ""latitude"": 26.85847295152887, ""longitude"": 80.9440408338547, ""district"": ""Lucknow"", ""state"": ""Uttar Pradesh""}",Incident of drug offence reported near Lucknow.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of Hazratganj Police Station. Investigation initiated by Officer Savita Kulkarni (BADGE-LUC-1010). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00027,USER-00027,2026-01-21T09:53:35.158583,2026-08-31T18:53:35.158606
CASE-000171,FIR/2024/PS-MUM-001/00171,STATION-PS-MUM-001,Colaba Police Station,OFFICER-00041,Radha Dubey,BADGE-MUM-1041,COGNIZABLE,MURDER,MEDIUM,COURT_PROCEEDINGS,2025-09-26T06:53:35.158631,2025-09-25T11:53:35.158631,"{""address"": ""Near Landmark 36, Colaba, Mumbai City"", ""latitude"": 18.898425233610205, ""longitude"": 72.81349825823503, ""district"": ""Mumbai City"", ""state"": ""Maharashtra""}",Incident of murder reported near Mumbai City.,Detailed police incident report regarding MURDER under jurisdiction of Colaba Police Station. Investigation initiated by Officer Radha Dubey (BADGE-MUM-1041). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""302"", ""description"": ""Punishment for murder""}, {""act"": ""IPC"", ""section"": ""307"", ""description"": ""Attempt to murder""}, {""act"": ""BNS"", ""section"": ""103"", ""description"": ""Punishment for murder""}]",WALK_IN,USER-00248,USER-00248,2025-09-26T06:53:35.158631,2026-08-31T18:53:35.158654
CASE-000172,FIR/2025/PS-MUM-002/00172,STATION-PS-MUM-002,Bandra Police Station,OFFICER-00032,Umesh Deshmukh,BADGE-MUM-1032,COGNIZABLE,ROBBERY,MEDIUM,UNDER_INVESTIGATION,2025-11-10T11:53:35.158675,2025-11-10T07:53:35.158675,"{""address"": ""Near Landmark 82, Bandra West, Mumbai Suburban"", ""latitude"": 19.044294917381627, ""longitude"": 72.81873514716578, ""district"": ""Mumbai Suburban"", ""state"": ""Maharashtra""}",Incident of robbery reported near Mumbai Suburban.,Detailed police incident report regarding ROBBERY under jurisdiction of Bandra Police Station. Investigation initiated by Officer Umesh Deshmukh (BADGE-MUM-1032). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""392"", ""description"": ""Punishment for robbery""}, {""act"": ""IPC"", ""section"": ""395"", ""description"": ""Punishment for dacoity""}, {""act"": ""BNS"", ""section"": ""309"", ""description"": ""Robbery""}]",WALK_IN,USER-00202,USER-00202,2025-11-10T11:53:35.158675,2026-08-31T18:53:35.158701
CASE-000173,FIR/2024/PS-PUN-001/00173,STATION-PS-PUN-001,Shivajinagar Police Station,OFFICER-00013,Suman Iyer,BADGE-PUN-1013,NON_COGNIZABLE,FINANCIAL_CRIME,MEDIUM,CHARGE_SHEET_FILED,2025-06-12T06:53:35.158725,2025-06-10T15:53:35.158725,"{""address"": ""Near Landmark 20, Shivajinagar, Pune"", ""latitude"": 18.51141471158787, ""longitude"": 73.82834516228449, ""district"": ""Pune"", ""state"": ""Maharashtra""}",Incident of financial crime reported near Pune.,Detailed police incident report regarding FINANCIAL_CRIME under jurisdiction of Shivajinagar Police Station. Investigation initiated by Officer Suman Iyer (BADGE-PUN-1013). Initial inspection conducted at incident location.,"[{""act"": ""PMLA"", ""section"": ""3"", ""description"": ""Offence of money-laundering""}, {""act"": ""IPC"", ""section"": ""409"", ""description"": ""Criminal breach of trust by public servant, banker, merchant or agent""}]",WALK_IN,USER-00046,USER-00046,2025-06-12T06:53:35.158725,2026-08-31T18:53:35.158747
CASE-000174,FIR/2025/PS-DEL-001/00174,STATION-PS-DEL-001,Connaught Place Police Station,OFFICER-00004,Abhishek Mukherjee,BADGE-CEN-1004,NON_COGNIZABLE,FRAUD,MEDIUM,CHARGE_SHEET_FILED,2025-06-08T05:53:35.158775,2025-06-06T13:53:35.158775,"{""address"": ""Near Landmark 87, Connaught Place, Central Delhi"", ""latitude"": 28.616250353542053, ""longitude"": 77.2007491169702, ""district"": ""Central Delhi"", ""state"": ""Delhi""}",Incident of fraud reported near Central Delhi.,Detailed police incident report regarding FRAUD under jurisdiction of Connaught Place Police Station. Investigation initiated by Officer Abhishek Mukherjee (BADGE-CEN-1004). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}, {""act"": ""IPC"", ""section"": ""406"", ""description"": ""Punishment for criminal breach of trust""}, {""act"": ""IPC"", ""section"": ""468"", ""description"": ""Forgery for purpose of cheating""}]",WALK_IN,USER-00029,USER-00029,2025-06-08T05:53:35.158775,2026-08-31T18:53:35.158795
CASE-000175,FIR/2025/PS-DEL-002/00175,STATION-PS-DEL-002,Hauz Khas Police Station,OFFICER-00015,Nikhil Gowda,BADGE-SOU-1015,NON_COGNIZABLE,DRUG_OFFENCE,MEDIUM,UNDER_INVESTIGATION,2025-11-02T12:53:35.158819,2025-11-01T08:53:35.158819,"{""address"": ""Near Landmark 82, Hauz Khas, South Delhi"", ""latitude"": 28.56152762850739, ""longitude"": 77.19917341346073, ""district"": ""South Delhi"", ""state"": ""Delhi""}",Incident of drug offence reported near South Delhi.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of Hauz Khas Police Station. Investigation initiated by Officer Nikhil Gowda (BADGE-SOU-1015). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00213,USER-00213,2025-11-02T12:53:35.158819,2026-08-31T18:53:35.158840
