activity_id,case_id,fir_number,activity_type,description,performed_by_officer_id,timestamp
ACT-007450,CASE-000050,FIR/2025/PS-LKO-001/00050,ASSIGNED,Case assigned to Primary IO Sanjay Bhatt (BADGE-MUM-1001).,OFFICER-00001,2025-05-21T02:53:35.153793
ACT-007451,CASE-000051,FIR/2026/PS-MUM-001/00051,CLOSED,Case investigation concluded and case closed.,OFFICER-00040,2025-08-29T02:53:35.153821
ACT-007452,CASE-000052,FIR/2026/PS-MUM-002/00052,WITNESS_ADDED,Witness Savita Kumar added to case record.,OFFICER-00025,2025-06-08T14:53:35.153848
ACT-007453,CASE-000053,FIR/2026/PS-PUN-001/00053,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00002,2026-08-18T19:53:35.153876
ACT-007454,CASE-000054,FIR/2026/PS-DEL-001/00054,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00040,2026-08-17T15:53:35.153904
ACT-007455,CASE-000055,FIR/2025/PS-DEL-002/00055,INTERROGATION,Suspect Renu Rao brought in for questioning.,OFFICER-00041,2026-05-07T14:53:35.153930
ACT-007456,CASE-000056,FIR/2026/PS-BLR-001/00056,ASSIGNED,Case assigned to Primary IO Nandini Shah (BADGE-BAN-1006).,OFFICER-00006,2025-09-19T07:53:35.153956
ACT-007457,CASE-000057,FIR/2024/PS-BLR-002/00057,STATUS_CHANGED,Case status updated to CHARGE_SHEET_FILED.,OFFICER-00043,2025-11-30T03:53:35.153988
ACT-007458,CASE-000058,FIR/2026/PS-CHE-001/00058,REGISTERED,FIR filed and case registered at T. Nagar Police Station.,OFFICER-00043,2025-12-02T05:53:35.154017
ACT-007459,CASE-000059,FIR/2026/PS-CHE-002/00059,INTERROGATION,Suspect Aditya Deshmukh brought in for questioning.,OFFICER-00015,2026-07-27T22:53:35.154045
ACT-007460,CASE-000060,FIR/2024/PS-LKO-001/00060,INTERROGATION,Suspect Nandini Chatterjee brought in for questioning.,OFFICER-00035,2026-02-12T04:53:35.154070
ACT-007461,CASE-000061,FIR/2024/PS-MUM-001/00061,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00037,2026-05-01T04:53:35.154115
ACT-007462,CASE-000062,FIR/2025/PS-MUM-002/00062,WITNESS_ADDED,Witness Vidya Chatterjee added to case record.,OFFICER-00049,2025-08-08T17:53:35.154143
ACT-007463,CASE-000063,FIR/2024/PS-PUN-001/00063,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00047,2025-06-30T02:53:35.154185
ACT-007464,CASE-000064,FIR/2024/PS-DEL-001/00064,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00023,2025-06-17T00:53:35.154231
ACT-007465,CASE-000065,FIR/2024/PS-DEL-002/00065,REGISTERED,FIR filed and case registered at Hauz Khas Police Station.,OFFICER-00007,2025-07-19T15:53:35.154260
ACT-007466,CASE-000066,FIR/2024/PS-BLR-001/00066,INTERROGATION,Suspect Umesh Dutta brought in for questioning.,OFFICER-00015,2026-07-20T18:53:35.154300
ACT-007467,CASE-000067,FIR/2025/PS-BLR-002/00067,WITNESS_ADDED,Witness Sachin Mishra added to case record.,OFFICER-00010,2026-08-08T14:53:35.154333
ACT-007468,CASE-000068,FIR/2025/PS-CHE-001/00068,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00043,2026-05-24T02:53:35.154362
ACT-007469,CASE-000069,FIR/2026/PS-CHE-002/00069,CLOSED,Case investigation concluded and case closed.,OFFICER-00037,2025-11-03T06:53:35.154388
ACT-007470,CASE-000070,FIR/2026/PS-LKO-001/00070,ASSIGNED,Case assigned to Primary IO Tarun Pandey (BADGE-BAN-1027).,OFFICER-00027,2025-07-13T13:53:35.154413
ACT-007471,CASE-000071,FIR/2025/PS-MUM-001/00071,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00011,2025-12-14T19:53:35.154441
ACT-007472,CASE-000072,FIR/2025/PS-MUM-002/00072,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00011,2025-11-09T02:53:35.154467
ACT-007473,CASE-000073,FIR/2026/PS-PUN-001/00073,WITNESS_ADDED,Witness Siddharth Shetty added to case record.,OFFICER-00028,2025-08-15T07:53:35.154492
ACT-007474,CASE-000074,FIR/2025/PS-DEL-001/00074,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00016,2025-11-29T04:53:35.154520
ACT-007475,CASE-000075,FIR/2025/PS-DEL-002/00075,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00030,2025-06-29T14:53:35.154550
ACT-007476,CASE-000076,FIR/2024/PS-BLR-001/00076,INTERROGATION,Suspect Amit Gowda brought in for questioning.,OFFICER-00012,2025-05-02T01:53:35.154574
ACT-007477,CASE-000077,FIR/2026/PS-BLR-002/00077,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00033,2025-07-18T08:53:35.154598
ACT-007478,CASE-000078,FIR/2026/PS-CHE-001/00078,INTERROGATION,Suspect Abhishek Mukherjee brought in for questioning.,OFFICER-00026,2026-04-15T05:53:35.154631
ACT-007479,CASE-000079,FIR/2024/PS-CHE-002/00079,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00006,2025-10-29T11:53:35.154658
ACT-007480,CASE-000080,FIR/2025/PS-LKO-001/00080,INTERROGATION,Suspect Rahul Gowda brought in for questioning.,OFFICER-00003,2025-08-30T10:53:35.154682
ACT-007481,CASE-000081,FIR/2026/PS-MUM-001/00081,REGISTERED,FIR filed and case registered at Colaba Police Station.,OFFICER-00002,2025-11-05T20:53:35.154712
ACT-007482,CASE-000082,FIR/2025/PS-MUM-002/00082,ASSIGNED,Case assigned to Primary IO Arjun Iyer (BADGE-CHE-1049).,OFFICER-00049,2026-02-14T09:53:35.154761
ACT-007483,CASE-000083,FIR/2024/PS-PUN-001/00083,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00009,2025-12-07T05:53:35.154789
ACT-007484,CASE-000084,FIR/2026/PS-DEL-001/00084,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00020,2026-02-19T01:53:35.154827
ACT-007485,CASE-000085,FIR/2025/PS-DEL-002/00085,STATUS_CHANGED,Case status updated to COURT_PROCEEDINGS.,OFFICER-00043,2025-08-08T08:53:35.154854
ACT-007486,CASE-000086,FIR/2026/PS-BLR-001/00086,INTERROGATION,Suspect Rahul Rao brought in for questioning.,OFFICER-00014,2026-04-05T18:53:35.154880
ACT-007487,CASE-000087,FIR/2024/PS-BLR-002/00087,CLOSED,Case investigation concluded and case closed.,OFFICER-00016,2026-07-08T19:53:35.154904
ACT-007488,CASE-000088,FIR/2025/PS-CHE-001/00088,INTERROGATION,Suspect Kiran Agarwal brought in for questioning.,OFFICER-00022,2025-11-07T17:53:35.154968
ACT-007489,CASE-000089,FIR/2025/PS-CHE-002/00089,REGISTERED,FIR filed and case registered at Mylapore Police Station.,OFFICER-00043,2025-08-13T22:53:35.155013
ACT-007490,CASE-000090,FIR/2024/PS-LKO-001/00090,INTERROGATION,Suspect Manoj Mishra brought in for questioning.,OFFICER-00013,2025-10-27T05:53:35.155054
ACT-007491,CASE-000091,FIR/2025/PS-MUM-001/00091,WITNESS_ADDED,Witness Aditya Srivastava added to case record.,OFFICER-00034,2025-11-06T03:53:35.155095
ACT-007492,CASE-000092,FIR/2024/PS-MUM-002/00092,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00001,2026-04-02T01:53:35.155135
ACT-007493,CASE-000093,FIR/2024/PS-PUN-001/00093,CLOSED,Case investigation concluded and case closed.,OFFICER-00038,2026-07-06T00:53:35.155177
ACT-007494,CASE-000094,FIR/2026/PS-DEL-001/00094,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00001,2026-08-24T14:53:35.155226
ACT-007495,CASE-000095,FIR/2025/PS-DEL-002/00095,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00017,2026-07-27T19:53:35.155271
ACT-007496,CASE-000096,FIR/2026/PS-BLR-001/00096,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00048,2025-04-25T15:53:35.155320
ACT-007497,CASE-000097,FIR/2026/PS-BLR-002/00097,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00047,2026-06-18T20:53:35.155362
ACT-007498,CASE-000098,FIR/2025/PS-CHE-001/00098,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00015,2026-08-06T08:53:35.155404
ACT-007499,CASE-000099,FIR/2024/PS-CHE-002/00099,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00042,2025-04-30T20:53:35.155446
ACT-007500,CASE-000100,FIR/2026/PS-LKO-001/00100,ASSIGNED,Case assigned to Primary IO Aarti Malik (BADGE-CHE-1048).,OFFICER-00048,2025-07-23T07:53:35.155489
ACT-007501,CASE-000101,FIR/2025/PS-MUM-001/00101,INTERROGATION,Suspect Kiran Nair brought in for questioning.,OFFICER-00042,2025-05-24T22:53:35.155532
ACT-007502,CASE-000102,FIR/2024/PS-MUM-002/00102,WITNESS_ADDED,Witness Aditya Shukla added to case record.,OFFICER-00031,2026-07-03T18:53:35.155574
ACT-007503,CASE-000103,FIR/2024/PS-PUN-001/00103,STATUS_CHANGED,Case status updated to CHARGE_SHEET_FILED.,OFFICER-00042,2026-03-24T22:53:35.155621
ACT-007504,CASE-000104,FIR/2026/PS-DEL-001/00104,INTERROGATION,Suspect Shanti Nair brought in for questioning.,OFFICER-00036,2026-07-11T02:53:35.155663
ACT-007505,CASE-000105,FIR/2025/PS-DEL-002/00105,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00005,2025-11-05T18:53:35.155703
ACT-007506,CASE-000106,FIR/2026/PS-BLR-001/00106,CLOSED,Case investigation concluded and case closed.,OFFICER-00039,2025-09-23T05:53:35.155743
ACT-007507,CASE-000107,FIR/2024/PS-BLR-002/00107,WITNESS_ADDED,Witness Neha Chauhan added to case record.,OFFICER-00033,2026-03-04T16:53:35.155816
ACT-007508,CASE-000108,FIR/2026/PS-CHE-001/00108,REGISTERED,FIR filed and case registered at T. Nagar Police Station.,OFFICER-00025,2026-04-13T11:53:35.155864
ACT-007509,CASE-000109,FIR/2026/PS-CHE-002/00109,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00033,2025-10-14T06:53:35.155910
ACT-007510,CASE-000110,FIR/2026/PS-LKO-001/00110,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00043,2025-06-21T11:53:35.155954
ACT-007511,CASE-000111,FIR/2024/PS-MUM-001/00111,STATUS_CHANGED,Case status updated to REGISTERED.,OFFICER-00019,2026-08-05T18:53:35.155996
ACT-007512,CASE-000112,FIR/2024/PS-MUM-002/00112,ASSIGNED,Case assigned to Primary IO Pradeep Dutta (BADGE-CHE-1009).,OFFICER-00009,2025-09-05T07:53:35.156041
ACT-007513,CASE-000113,FIR/2024/PS-PUN-001/00113,INTERROGATION,Suspect Rohan Joshi brought in for questioning.,OFFICER-00046,2025-05-14T22:53:35.156083
ACT-007514,CASE-000114,FIR/2025/PS-DEL-001/00114,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00032,2026-07-09T05:53:35.156139
ACT-007515,CASE-000115,FIR/2024/PS-DEL-002/00115,INTERROGATION,Suspect Krutika Mehta brought in for questioning.,OFFICER-00023,2025-11-22T00:53:35.156179
ACT-007516,CASE-000116,FIR/2026/PS-BLR-001/00116,ASSIGNED,Case assigned to Primary IO Aditya Dubey (BADGE-CHE-1019).,OFFICER-00019,2025-09-09T02:53:35.156219
ACT-007517,CASE-000117,FIR/2024/PS-BLR-002/00117,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00024,2025-05-29T17:53:35.156259
ACT-007518,CASE-000118,FIR/2024/PS-CHE-001/00118,CLOSED,Case investigation concluded and case closed.,OFFICER-00007,2026-04-28T04:53:35.156299
ACT-007519,CASE-000119,FIR/2025/PS-CHE-002/00119,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00035,2025-05-18T20:53:35.156339
ACT-007520,CASE-000120,FIR/2024/PS-LKO-001/00120,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00050,2025-06-03T23:53:35.156390
ACT-007521,CASE-000121,FIR/2026/PS-MUM-001/00121,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00040,2026-07-13T18:53:35.156456
ACT-007522,CASE-000122,FIR/2026/PS-MUM-002/00122,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00038,2026-07-13T10:53:35.156503
ACT-007523,CASE-000123,FIR/2024/PS-PUN-001/00123,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00033,2026-04-10T08:53:35.156548
ACT-007524,CASE-000124,FIR/2026/PS-DEL-001/00124,WITNESS_ADDED,Witness Rekha Kulkarni added to case record.,OFFICER-00005,2026-07-26T13:53:35.156591
ACT-007525,CASE-000125,FIR/2025/PS-DEL-002/00125,INTERROGATION,Suspect Pankaj Verma brought in for questioning.,OFFICER-00020,2026-02-06T17:53:35.156632
ACT-007526,CASE-000126,FIR/2024/PS-BLR-001/00126,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00020,2026-06-03T11:53:35.156674
ACT-007527,CASE-000127,FIR/2024/PS-BLR-002/00127,WITNESS_ADDED,Witness Rahul Reddy added to case record.,OFFICER-00022,2026-05-07T05:53:35.156715
ACT-007528,CASE-000128,FIR/2024/PS-CHE-001/00128,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00016,2026-03-05T15:53:35.156761
ACT-007529,CASE-000129,FIR/2026/PS-CHE-002/00129,INTERROGATION,Suspect Ritu Patel brought in for questioning.,OFFICER-00034,2026-07-25T03:53:35.156803
ACT-007530,CASE-000130,FIR/2025/PS-LKO-001/00130,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00007,2025-07-07T03:53:35.156853
ACT-007531,CASE-000131,FIR/2025/PS-MUM-001/00131,WITNESS_ADDED,Witness Rajesh Agarwal added to case record.,OFFICER-00047,2026-05-28T22:53:35.156901
ACT-007532,CASE-000132,FIR/2026/PS-MUM-002/00132,INTERROGATION,Suspect Vinod Chauhan brought in for questioning.,OFFICER-00025,2026-03-12T07:53:35.156947
ACT-007533,CASE-000133,FIR/2025/PS-PUN-001/00133,CLOSED,Case investigation concluded and case closed.,OFFICER-00048,2026-01-09T20:53:35.156991
ACT-007534,CASE-000134,FIR/2024/PS-DEL-001/00134,REGISTERED,FIR filed and case registered at Connaught Place Police Station.,OFFICER-00008,2025-10-30T13:53:35.157038
ACT-007535,CASE-000135,FIR/2025/PS-DEL-002/00135,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00040,2025-11-27T02:53:35.157081
ACT-007536,CASE-000136,FIR/2025/PS-BLR-001/00136,WITNESS_ADDED,Witness Renu Yadav added to case record.,OFFICER-00021,2025-08-01T02:53:35.157122
ACT-007537,CASE-000137,FIR/2025/PS-BLR-002/00137,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00041,2025-12-31T06:53:35.157164
ACT-007538,CASE-000138,FIR/2026/PS-CHE-001/00138,INTERROGATION,Suspect Manoj Kumar brought in for questioning.,OFFICER-00038,2025-12-11T01:53:35.157207
ACT-007539,CASE-000139,FIR/2026/PS-CHE-002/00139,WITNESS_ADDED,Witness Sneha Saxena added to case record.,OFFICER-00018,2025-05-25T08:53:35.157250
ACT-007540,CASE-000140,FIR/2025/PS-LKO-001/00140,WITNESS_ADDED,Witness Neha Patel added to case record.,OFFICER-00036,2026-02-07T05:53:35.157291
ACT-007541,CASE-000141,FIR/2026/PS-MUM-001/00141,INTERROGATION,Suspect Tarun Dutta brought in for questioning.,OFFICER-00035,2026-06-12T07:53:35.157331
ACT-007542,CASE-000142,FIR/2024/PS-MUM-002/00142,INTERROGATION,Suspect Kiran Dubey brought in for questioning.,OFFICER-00028,2026-08-03T03:53:35.157372
ACT-007543,CASE-000143,FIR/2024/PS-PUN-001/00143,ASSIGNED,Case assigned to Primary IO Pankaj Verma (BADGE-SOU-1025).,OFFICER-00025,2025-05-27T10:53:35.157416
ACT-007544,CASE-000144,FIR/2024/PS-DEL-001/00144,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00038,2025-07-11T17:53:35.157458
ACT-007545,CASE-000145,FIR/2025/PS-DEL-002/00145,ASSIGNED,Case assigned to Primary IO Nirmala Dutta (BADGE-CHE-1028).,OFFICER-00028,2026-01-09T11:53:35.157503
ACT-007546,CASE-000146,FIR/2026/PS-BLR-001/00146,INTERROGATION,Suspect Kavita Nair brought in for questioning.,OFFICER-00018,2026-02-04T02:53:35.157545
ACT-007547,CASE-000147,FIR/2024/PS-BLR-002/00147,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00046,2026-02-10T11:53:35.157587
ACT-007548,CASE-000148,FIR/2026/PS-CHE-001/00148,REGISTERED,FIR filed and case registered at T. Nagar Police Station.,OFFICER-00001,2026-04-14T18:53:35.157628
ACT-007549,CASE-000149,FIR/2025/PS-CHE-002/00149,CLOSED,Case investigation concluded and case closed.,OFFICER-00047,2025-10-05T16:53:35.157673
ACT-007550,CASE-000150,FIR/2026/PS-LKO-001/00150,INTERROGATION,Suspect Manju Menon brought in for questioning.,OFFICER-00028,2025-05-03T07:53:35.157717
ACT-007551,CASE-000151,FIR/2024/PS-MUM-001/00151,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00021,2026-05-01T09:53:35.157759
ACT-007552,CASE-000152,FIR/2024/PS-MUM-002/00152,ASSIGNED,Case assigned to Primary IO Mohan Mehta (BADGE-CHE-1038).,OFFICER-00038,2025-10-20T07:53:35.157803
ACT-007553,CASE-000153,FIR/2024/PS-PUN-001/00153,WITNESS_ADDED,Witness Devendra Menon added to case record.,OFFICER-00036,2026-07-27T20:53:35.157844
ACT-007554,CASE-000154,FIR/2024/PS-DEL-001/00154,ASSIGNED,Case assigned to Primary IO Vivek Chatterjee (BADGE-SOU-1005).,OFFICER-00005,2026-08-16T06:53:35.157888
ACT-007555,CASE-000155,FIR/2026/PS-DEL-002/00155,REGISTERED,FIR filed and case registered at Hauz Khas Police Station.,OFFICER-00047,2025-12-05T23:53:35.157927
ACT-007556,CASE-000156,FIR/2024/PS-BLR-001/00156,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00025,2026-03-08T17:53:35.157972
ACT-007557,CASE-000157,FIR/2025/PS-BLR-002/00157,STATUS_CHANGED,Case status updated to CLOSED_SOLVED.,OFFICER-00007,2026-01-27T15:53:35.158015
ACT-007558,CASE-000158,FIR/2024/PS-CHE-001/00158,WITNESS_ADDED,Witness Suman Yadav added to case record.,OFFICER-00022,2025-10-12T04:53:35.158069
ACT-007559,CASE-000159,FIR/2025/PS-CHE-002/00159,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00043,2026-08-03T04:53:35.158122
ACT-007560,CASE-000160,FIR/2026/PS-LKO-001/00160,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00015,2026-01-10T22:53:35.158164
ACT-007561,CASE-000161,FIR/2026/PS-MUM-001/00161,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00021,2026-07-20T20:53:35.158204
ACT-007562,CASE-000162,FIR/2025/PS-MUM-002/00162,WITNESS_ADDED,Witness Kavita Dutta added to case record.,OFFICER-00022,2026-06-13T07:53:35.158245
ACT-007563,CASE-000163,FIR/2025/PS-PUN-001/00163,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00028,2026-08-16T10:53:35.158285
ACT-007564,CASE-000164,FIR/2025/PS-DEL-001/00164,WITNESS_ADDED,Witness Kavita Malik added to case record.,OFFICER-00014,2026-07-21T01:53:35.158325
ACT-007565,CASE-000165,FIR/2025/PS-DEL-002/00165,REGISTERED,FIR filed and case registered at Hauz Khas Police Station.,OFFICER-00048,2026-07-29T06:53:35.158365
ACT-007566,CASE-000166,FIR/2026/PS-BLR-001/00166,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00002,2025-12-11T14:53:35.158405
ACT-007567,CASE-000167,FIR/2025/PS-BLR-002/00167,INTERROGATION,Suspect Bhaskar Yadav brought in for questioning.,OFFICER-00009,2025-11-02T16:53:35.158453
ACT-007568,CASE-000168,FIR/2026/PS-CHE-001/00168,WITNESS_ADDED,Witness Pravin Nair added to case record.,OFFICER-00002,2025-10-16T20:53:35.158495
ACT-007569,CASE-000169,FIR/2025/PS-CHE-002/00169,ASSIGNED,Case assigned to Primary IO Umesh Deshmukh (BADGE-MUM-1032).,OFFICER-00032,2026-04-14T19:53:35.158535
ACT-007570,CASE-000170,FIR/2026/PS-LKO-001/00170,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00042,2026-01-21T09:53:35.158583
ACT-007571,CASE-000171,FIR/2024/PS-MUM-001/00171,REGISTERED,FIR filed and case registered at Colaba Police Station.,OFFICER-00032,2025-09-26T06:53:35.158631
ACT-007572,CASE-000172,FIR/2025/PS-MUM-002/00172,INTERROGATION,Suspect Savita Singh brought in for questioning.,OFFICER-00050,2025-11-10T11:53:35.158675
ACT-007573,CASE-000173,FIR/2024/PS-PUN-001/00173,INTERROGATION,Suspect Devendra Kulkarni brought in for questioning.,OFFICER-00035,2025-06-12T06:53:35.158725
ACT-007574,CASE-000174,FIR/2025/PS-DEL-001/00174,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00015,2025-06-08T05:53:35.158775
ACT-007575,CASE-000175,FIR/2025/PS-DEL-002/00175,CLOSED,Case investigation concluded and case closed.,OFFICER-00012,2025-11-02T12:53:35.158819
ACT-007576,CASE-000176,FIR/2025/PS-BLR-001/00176,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00001,2025-05-16T21:53:35.158871
ACT-007577,CASE-000177,FIR/2024/PS-BLR-002/00177,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00038,2025-09-12T03:53:35.158922
ACT-007578,CASE-000178,FIR/2026/PS-CHE-001/00178,ASSIGNED,Case assigned to Primary IO Vikram Mehta (BADGE-CEN-1024).,OFFICER-00024,2026-07-18T12:53:35.158968
ACT-007579,CASE-000179,FIR/2025/PS-CHE-002/00179,INTERROGATION,Suspect Vinod Gowda brought in for questioning.,OFFICER-00001,2025-05-18T19:53:35.159011
ACT-007580,CASE-000180,FIR/2024/PS-LKO-001/00180,CLOSED,Case investigation concluded and case closed.,OFFICER-00013,2025-12-04T14:53:35.159053
ACT-007581,CASE-000181,FIR/2026/PS-MUM-001/00181,WITNESS_ADDED,Witness Aditya Agarwal added to case record.,OFFICER-00023,2026-06-29T20:53:35.159102
ACT-007582,CASE-000182,FIR/2025/PS-MUM-002/00182,ASSIGNED,Case assigned to Primary IO Vikram Mehta (BADGE-CEN-1024).,OFFICER-00024,2026-03-14T08:53:35.159275
ACT-007583,CASE-000183,FIR/2025/PS-PUN-001/00183,CLOSED,Case investigation concluded and case closed.,OFFICER-00047,2026-04-22T21:53:35.159382
ACT-007584,CASE-000184,FIR/2025/PS-DEL-001/00184,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00001,2025-05-26T18:53:35.159449
ACT-007585,CASE-000185,FIR/2024/PS-DEL-002/00185,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00001,2025-04-23T03:53:35.159508
ACT-007586,CASE-000186,FIR/2025/PS-BLR-001/00186,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00037,2026-01-16T02:53:35.159561
ACT-007587,CASE-000187,FIR/2024/PS-BLR-002/00187,INTERROGATION,Suspect Dinesh Bhowmick brought in for questioning.,OFFICER-00002,2025-04-29T11:53:35.159664
ACT-007588,CASE-000188,FIR/2025/PS-CHE-001/00188,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00012,2025-05-11T20:53:35.159746
ACT-007589,CASE-000189,FIR/2024/PS-CHE-002/00189,WITNESS_ADDED,Witness Aditya Bhowmick added to case record.,OFFICER-00018,2026-01-07T01:53:35.159786
ACT-007590,CASE-000190,FIR/2026/PS-LKO-001/00190,ASSIGNED,Case assigned to Primary IO Savita Kulkarni (BADGE-LUC-1010).,OFFICER-00010,2026-02-09T11:53:35.159818
ACT-007591,CASE-000191,FIR/2026/PS-MUM-001/00191,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00013,2026-07-19T12:53:35.159846
ACT-007592,CASE-000192,FIR/2025/PS-MUM-002/00192,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00033,2025-08-01T01:53:35.159874
ACT-007593,CASE-000193,FIR/2024/PS-PUN-001/00193,INTERROGATION,Suspect Deepak Bhowmick brought in for questioning.,OFFICER-00029,2025-08-24T08:53:35.159903
ACT-007594,CASE-000194,FIR/2026/PS-DEL-001/00194,CLOSED,Case investigation concluded and case closed.,OFFICER-00049,2025-11-24T18:53:35.159946
ACT-007595,CASE-000195,FIR/2025/PS-DEL-002/00195,WITNESS_ADDED,Witness Manish Verma added to case record.,OFFICER-00043,2025-12-12T05:53:35.159976
ACT-007596,CASE-000196,FIR/2025/PS-BLR-001/00196,INTERROGATION,Suspect Nisha Kulkarni brought in for questioning.,OFFICER-00012,2025-08-30T14:53:35.160003
ACT-007597,CASE-000197,FIR/2026/PS-BLR-002/00197,ASSIGNED,Case assigned to Primary IO Nikhil Gowda (BADGE-SOU-1015).,OFFICER-00015,2025-11-03T09:53:35.160029
ACT-007598,CASE-000198,FIR/2026/PS-CHE-001/00198,INTERROGATION,Suspect Yogesh Mukherjee brought in for questioning.,OFFICER-00037,2025-04-20T13:53:35.160061
ACT-007599,CASE-000199,FIR/2026/PS-CHE-002/00199,INTERROGATION,Suspect Nilesh Chauhan brought in for questioning.,OFFICER-00049,2026-01-02T21:53:35.160088
ACT-007600,CASE-000200,FIR/2024/PS-LKO-001/00200,CLOSED,Case investigation concluded and case closed.,OFFICER-00015,2025-12-01T23:53:35.160117
ACT-007601,CASE-000001,FIR/2026/PS-MUM-001/00001,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00030,2025-06-18T08:53:35.150719
ACT-007602,CASE-000002,FIR/2026/PS-MUM-002/00002,WITNESS_ADDED,Witness Rohan Nair added to case record.,OFFICER-00045,2026-07-24T20:53:35.150816
ACT-007603,CASE-000003,FIR/2025/PS-PUN-001/00003,STATUS_CHANGED,Case status updated to CLOSED_SOLVED.,OFFICER-00012,2026-08-13T01:53:35.150882
ACT-007604,CASE-000004,FIR/2024/PS-DEL-001/00004,INTERROGATION,Suspect Indu Gupta brought in for questioning.,OFFICER-00036,2025-07-01T12:53:35.150934
ACT-007605,CASE-000005,FIR/2026/PS-DEL-002/00005,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00044,2025-06-07T04:53:35.150994
ACT-007606,CASE-000006,FIR/2026/PS-BLR-001/00006,REGISTERED,FIR filed and case registered at Koramangala Police Station.,OFFICER-00050,2026-08-01T03:53:35.151044
