attachment_id,case_id,document_id,file_name,file_type,file_extension,file_size_bytes,storage_backend,storage_location,checksum_sha256,created_at
ATT-004072,CASE-000072,DOC-004072,ATTACH_CASE-000072_4072.pdf,application/pdf,pdf,3289947,LOCAL,sample_data/attachments/CASE-000072/ATTACH_CASE-000072_4072.pdf,9d536a0d13b0d58556c1fd70fbb570093c9a8654f7b1750cffad4db7eac732bb,2025-11-09T02:53:35.154467
ATT-004073,CASE-000073,DOC-004073,ATTACH_CASE-000073_4073.mp3,audio/mpeg,mp3,4117590,LOCAL,sample_data/attachments/CASE-000073/ATTACH_CASE-000073_4073.mp3,26d0e3a2d4e2c3ff0508348166abbd5e29aaecb4103b0f147c93a21adf7fbcd8,2025-08-15T07:53:35.154492
ATT-004074,CASE-000074,DOC-004074,ATTACH_CASE-000074_4074.png,image/png,png,395803,LOCAL,sample_data/attachments/CASE-000074/ATTACH_CASE-000074_4074.png,973501a440b8fcf434b5a4d247245696f6d8b600295b9edfc6b61fb1b9e95fa6,2025-11-29T04:53:35.154520
ATT-004075,CASE-000075,DOC-004075,ATTACH_CASE-000075_4075.jpg,image/jpeg,jpg,4819305,LOCAL,sample_data/attachments/CASE-000075/ATTACH_CASE-000075_4075.jpg,7f7821457ab0bcb960d0b63b7d46485aa5c39e3e733a11c832f46b5e0db058d9,2025-06-29T14:53:35.154550
ATT-004076,CASE-000076,DOC-004076,ATTACH_CASE-000076_4076.jpg,image/jpeg,jpg,366611,LOCAL,sample_data/attachments/CASE-000076/ATTACH_CASE-000076_4076.jpg,51ed0afc17062cbe01677845914d6191cba78c5dcf22c041b7aaed28e581768b,2025-05-02T01:53:35.154574
ATT-004077,CASE-000077,DOC-004077,ATTACH_CASE-000077_4077.mp3,audio/mpeg,mp3,3632528,LOCAL,sample_data/attachments/CASE-000077/ATTACH_CASE-000077_4077.mp3,74c819f6079b7a9e3fbbb838604d1b258bde20e632c7e64bfddc732461c53726,2025-07-18T08:53:35.154598
ATT-004078,CASE-000078,DOC-004078,ATTACH_CASE-000078_4078.jpg,image/jpeg,jpg,1374401,LOCAL,sample_data/attachments/CASE-000078/ATTACH_CASE-000078_4078.jpg,7ec715a8d8e11e360a481da631faea44ea84719bfefc6630f346302a6059f440,2026-04-15T05:53:35.154631
ATT-004079,CASE-000079,DOC-004079,ATTACH_CASE-000079_4079.mp3,audio/mpeg,mp3,3601650,LOCAL,sample_data/attachments/CASE-000079/ATTACH_CASE-000079_4079.mp3,a9356c301f002253e0d16d4eb0bbc6767ec2cd1648f33f7d054d809146c6cf37,2025-10-29T11:53:35.154658
ATT-004080,CASE-000080,DOC-004080,ATTACH_CASE-000080_4080.png,image/png,png,165231,LOCAL,sample_data/attachments/CASE-000080/ATTACH_CASE-000080_4080.png,054b366cb412cc22baa9e61b697b03d1bcb0915112219532bab4a4cc3c9196ba,2025-08-30T10:53:35.154682
ATT-004081,CASE-000081,DOC-004081,ATTACH_CASE-000081_4081.mp4,video/mp4,mp4,1075791,LOCAL,sample_data/attachments/CASE-000081/ATTACH_CASE-000081_4081.mp4,ba25937d9380d9c3bdc0ffe77eb7ca428d6d5c3774bac87379a648c86bed5783,2025-11-05T20:53:35.154712
ATT-004082,CASE-000082,DOC-004082,ATTACH_CASE-000082_4082.mp3,audio/mpeg,mp3,1488384,LOCAL,sample_data/attachments/CASE-000082/ATTACH_CASE-000082_4082.mp3,d441ea7b83b3a55cbfc1704f759be3aec97a98fb6e26ae91e040bcb16e3ee221,2026-02-14T09:53:35.154761
ATT-004083,CASE-000083,DOC-004083,ATTACH_CASE-000083_4083.jpg,image/jpeg,jpg,2596417,LOCAL,sample_data/attachments/CASE-000083/ATTACH_CASE-000083_4083.jpg,15a07ff558100bd1657d0a847cf07a35c05c7538368f54531401d519b1528f66,2025-12-07T05:53:35.154789
ATT-004084,CASE-000084,DOC-004084,ATTACH_CASE-000084_4084.pdf,application/pdf,pdf,2265487,LOCAL,sample_data/attachments/CASE-000084/ATTACH_CASE-000084_4084.pdf,ae11f41f5104bbb761a82632325ee14c898b7b2239d1916a21064d3dc4f249ce,2026-02-19T01:53:35.154827
ATT-004085,CASE-000085,DOC-004085,ATTACH_CASE-000085_4085.pdf,application/pdf,pdf,4680965,LOCAL,sample_data/attachments/CASE-000085/ATTACH_CASE-000085_4085.pdf,e9ada4c522b3cbf90fa9c58b404b4b5bb29de571cab64d04bc186f75ccc2015f,2025-08-08T08:53:35.154854
ATT-004086,CASE-000086,DOC-004086,ATTACH_CASE-000086_4086.mp4,video/mp4,mp4,1098527,LOCAL,sample_data/attachments/CASE-000086/ATTACH_CASE-000086_4086.mp4,2677f6c81a0a454f0a6c74e39c9392fb878c14df63db117c100fe3d85fd324b1,2026-04-05T18:53:35.154880
ATT-004087,CASE-000087,DOC-004087,ATTACH_CASE-000087_4087.mp4,video/mp4,mp4,4146690,LOCAL,sample_data/attachments/CASE-000087/ATTACH_CASE-000087_4087.mp4,7ecc268ebf1a55af333508dabfab9792ff1dfd187a8b894079223a528a4b8430,2026-07-08T19:53:35.154904
ATT-004088,CASE-000088,DOC-004088,ATTACH_CASE-000088_4088.mp4,video/mp4,mp4,3816977,LOCAL,sample_data/attachments/CASE-000088/ATTACH_CASE-000088_4088.mp4,b00cae304d5f7907df7ebe5a34e493746dca1cdf4d4405a0620a35e713e6852d,2025-11-07T17:53:35.154968
ATT-004089,CASE-000089,DOC-004089,ATTACH_CASE-000089_4089.jpg,image/jpeg,jpg,4238055,LOCAL,sample_data/attachments/CASE-000089/ATTACH_CASE-000089_4089.jpg,a4da94ce5020341585254d8d8241723f375c05cb7580be93c2c366cea5acea50,2025-08-13T22:53:35.155013
ATT-004090,CASE-000090,DOC-004090,ATTACH_CASE-000090_4090.png,image/png,png,1455983,LOCAL,sample_data/attachments/CASE-000090/ATTACH_CASE-000090_4090.png,5d1778f6b365bb45920b0e03020239e3437b45bd11fec18d25417f08a90b1ffe,2025-10-27T05:53:35.155054
ATT-004091,CASE-000091,DOC-004091,ATTACH_CASE-000091_4091.png,image/png,png,106110,LOCAL,sample_data/attachments/CASE-000091/ATTACH_CASE-000091_4091.png,4e7bff57f8bd19e9baa7b08ee272ffc4e6a91a8dae13f39704f75e54ef9ec469,2025-11-06T03:53:35.155095
ATT-004092,CASE-000092,DOC-004092,ATTACH_CASE-000092_4092.pdf,application/pdf,pdf,2975479,LOCAL,sample_data/attachments/CASE-000092/ATTACH_CASE-000092_4092.pdf,e474910be37b01c9bbae13fd1b66b05eca10fdd324fd7f0c806b40f829abc8e5,2026-04-02T01:53:35.155135
ATT-004093,CASE-000093,DOC-004093,ATTACH_CASE-000093_4093.mp4,video/mp4,mp4,4829862,LOCAL,sample_data/attachments/CASE-000093/ATTACH_CASE-000093_4093.mp4,bbe835b58fcad9266349cbc5352467ed5210145dfbaa461b1496229ad6670d38,2026-07-06T00:53:35.155177
ATT-004094,CASE-000094,DOC-004094,ATTACH_CASE-000094_4094.jpg,image/jpeg,jpg,1317799,LOCAL,sample_data/attachments/CASE-000094/ATTACH_CASE-000094_4094.jpg,e4233f8aa841a7d0f8c64a6a8c1f2572c37a35591adfa9f7fe47ad3f621baec8,2026-08-24T14:53:35.155226
ATT-004095,CASE-000095,DOC-004095,ATTACH_CASE-000095_4095.mp3,audio/mpeg,mp3,3247269,LOCAL,sample_data/attachments/CASE-000095/ATTACH_CASE-000095_4095.mp3,dd3b068fe25987c34747be9646642bae23d12b545b29e1ab9c661e46288b395e,2026-07-27T19:53:35.155271
ATT-004096,CASE-000096,DOC-004096,ATTACH_CASE-000096_4096.jpg,image/jpeg,jpg,3099924,LOCAL,sample_data/attachments/CASE-000096/ATTACH_CASE-000096_4096.jpg,884e4a1ad5e7380cd5bb1878c8adb1b46e824466924652401ab06bc3c87b5955,2025-04-25T15:53:35.155320
ATT-004097,CASE-000097,DOC-004097,ATTACH_CASE-000097_4097.png,image/png,png,2787088,LOCAL,sample_data/attachments/CASE-000097/ATTACH_CASE-000097_4097.png,56b4227a44a7870b1b98eb3761227f2595ecf3057580b13c37ff46f34c19b312,2026-06-18T20:53:35.155362
ATT-004098,CASE-000098,DOC-004098,ATTACH_CASE-000098_4098.jpg,image/jpeg,jpg,3946109,LOCAL,sample_data/attachments/CASE-000098/ATTACH_CASE-000098_4098.jpg,dad4f8d160f56abe5b21bdfc141e68533560384e1746cb37878a7a0345ec4e4e,2026-08-06T08:53:35.155404
ATT-004099,CASE-000099,DOC-004099,ATTACH_CASE-000099_4099.pdf,application/pdf,pdf,957030,LOCAL,sample_data/attachments/CASE-000099/ATTACH_CASE-000099_4099.pdf,232fbebaa4c698424949a3cb6e5ac155b3d284298bfbe9a72a71109879882490,2025-04-30T20:53:35.155446
ATT-004100,CASE-000100,DOC-004100,ATTACH_CASE-000100_4100.pdf,application/pdf,pdf,804790,LOCAL,sample_data/attachments/CASE-000100/ATTACH_CASE-000100_4100.pdf,b1599b1466004bbb54121e787490a3446c0c44004b0237ef19b372405358061e,2025-07-23T07:53:35.155489
ATT-004101,CASE-000101,DOC-004101,ATTACH_CASE-000101_4101.pdf,application/pdf,pdf,3958213,LOCAL,sample_data/attachments/CASE-000101/ATTACH_CASE-000101_4101.pdf,b4a279a11157c68ef05fcbf54bdff6752a0f9bf369a994f50085b5d4e461bcab,2025-05-24T22:53:35.155532
ATT-004102,CASE-000102,DOC-004102,ATTACH_CASE-000102_4102.mp4,video/mp4,mp4,932955,LOCAL,sample_data/attachments/CASE-000102/ATTACH_CASE-000102_4102.mp4,5686c76440ed03f819928e6f6ef9f1147ff0d75f2ca4b3d0047b42fcd81f1f70,2026-07-03T18:53:35.155574
ATT-004103,CASE-000103,DOC-004103,ATTACH_CASE-000103_4103.pdf,application/pdf,pdf,1704129,LOCAL,sample_data/attachments/CASE-000103/ATTACH_CASE-000103_4103.pdf,e91242254b019552a0f0c0c312710387e46d37a2fd7d86b4ee1d3b608b1424f5,2026-03-24T22:53:35.155621
ATT-004104,CASE-000104,DOC-004104,ATTACH_CASE-000104_4104.pdf,application/pdf,pdf,4320395,LOCAL,sample_data/attachments/CASE-000104/ATTACH_CASE-000104_4104.pdf,d403b8af8a9d40691a6983266d99da6fa9e9f9666e2e888d23baeef692622397,2026-07-11T02:53:35.155663
ATT-004105,CASE-000105,DOC-004105,ATTACH_CASE-000105_4105.mp4,video/mp4,mp4,4477325,LOCAL,sample_data/attachments/CASE-000105/ATTACH_CASE-000105_4105.mp4,1c1ea62251fd30c281d7b825f53b8eaacd78aace9aaeb6633efe53a3e1b04302,2025-11-05T18:53:35.155703
ATT-004106,CASE-000106,DOC-004106,ATTACH_CASE-000106_4106.mp3,audio/mpeg,mp3,3472194,LOCAL,sample_data/attachments/CASE-000106/ATTACH_CASE-000106_4106.mp3,7cdc06cf7c1f81aede909a86994f440cdffd94ad6c83f288477f11b704fea64f,2025-09-23T05:53:35.155743
ATT-004107,CASE-000107,DOC-004107,ATTACH_CASE-000107_4107.mp3,audio/mpeg,mp3,4668854,LOCAL,sample_data/attachments/CASE-000107/ATTACH_CASE-000107_4107.mp3,b8c41a05b74794e375ff1c95d63361b364bac91323295a738ee58906940cce78,2026-03-04T16:53:35.155816
ATT-004108,CASE-000108,DOC-004108,ATTACH_CASE-000108_4108.jpg,image/jpeg,jpg,2624075,LOCAL,sample_data/attachments/CASE-000108/ATTACH_CASE-000108_4108.jpg,6f6a2ccc26c9d868ffb5d13ae908eff08a1c066dde16f662e33ba2ee6f0f09bb,2026-04-13T11:53:35.155864
ATT-004109,CASE-000109,DOC-004109,ATTACH_CASE-000109_4109.png,image/png,png,232388,LOCAL,sample_data/attachments/CASE-000109/ATTACH_CASE-000109_4109.png,c5e8e5fbdab9e67e173218c5dce1b436f52ad1896c26f8669f973dfa814019ab,2025-10-14T06:53:35.155910
ATT-004110,CASE-000110,DOC-004110,ATTACH_CASE-000110_4110.jpg,image/jpeg,jpg,4851481,LOCAL,sample_data/attachments/CASE-000110/ATTACH_CASE-000110_4110.jpg,df30eff9147eca734912aeacda1720855febc909f38549c24cf577ae7fc9ad85,2025-06-21T11:53:35.155954
ATT-004111,CASE-000111,DOC-004111,ATTACH_CASE-000111_4111.png,image/png,png,2964162,LOCAL,sample_data/attachments/CASE-000111/ATTACH_CASE-000111_4111.png,ee56e2086a1cf24a42360fb67e39c479c4c71813624bc734a05a4378e8823472,2026-08-05T18:53:35.155996
ATT-004112,CASE-000112,DOC-004112,ATTACH_CASE-000112_4112.jpg,image/jpeg,jpg,1473207,LOCAL,sample_data/attachments/CASE-000112/ATTACH_CASE-000112_4112.jpg,f4510f745f6e2799c2c82d812bf79cea2a94e3e3f890db497813721a6f2711ab,2025-09-05T07:53:35.156041
ATT-004113,CASE-000113,DOC-004113,ATTACH_CASE-000113_4113.pdf,application/pdf,pdf,4118632,LOCAL,sample_data/attachments/CASE-000113/ATTACH_CASE-000113_4113.pdf,344f40dcb190f077df6d747a1352921cdaedff81c5e5ef2c09178099e779ba01,2025-05-14T22:53:35.156083
ATT-004114,CASE-000114,DOC-004114,ATTACH_CASE-000114_4114.jpg,image/jpeg,jpg,2571268,LOCAL,sample_data/attachments/CASE-000114/ATTACH_CASE-000114_4114.jpg,5a29fa5ba3d0b3041ed55721a4d8de9c07272f94968311fb704a9ea5c04bd23c,2026-07-09T05:53:35.156139
ATT-004115,CASE-000115,DOC-004115,ATTACH_CASE-000115_4115.mp4,video/mp4,mp4,1490499,LOCAL,sample_data/attachments/CASE-000115/ATTACH_CASE-000115_4115.mp4,e72364d827638e6e8d31e1f9ec59fc5553d3a27f482cbbed70f21c4047628a25,2025-11-22T00:53:35.156179
ATT-004116,CASE-000116,DOC-004116,ATTACH_CASE-000116_4116.jpg,image/jpeg,jpg,71614,LOCAL,sample_data/attachments/CASE-000116/ATTACH_CASE-000116_4116.jpg,93de8f3e922d1dd500b36c30b2909bbfe30fdf7889d084ec3628a8cbb52865f7,2025-09-09T02:53:35.156219
ATT-004117,CASE-000117,DOC-004117,ATTACH_CASE-000117_4117.mp3,audio/mpeg,mp3,2092819,LOCAL,sample_data/attachments/CASE-000117/ATTACH_CASE-000117_4117.mp3,940d9f9daa6f1bdd4602da34c6469bd9e962610462afd8087e13aad1c9b15a87,2025-05-29T17:53:35.156259
ATT-004118,CASE-000118,DOC-004118,ATTACH_CASE-000118_4118.mp3,audio/mpeg,mp3,3638753,LOCAL,sample_data/attachments/CASE-000118/ATTACH_CASE-000118_4118.mp3,e1eeff02e90b2c6292a3430d9ae5ffc5992d2ee9c57b0de727833ca702cb3357,2026-04-28T04:53:35.156299
ATT-004119,CASE-000119,DOC-004119,ATTACH_CASE-000119_4119.png,image/png,png,2230702,LOCAL,sample_data/attachments/CASE-000119/ATTACH_CASE-000119_4119.png,592d5f0f6affa48f47b2829dec78f77bed84293c294092b78451838d57e656dd,2025-05-18T20:53:35.156339
ATT-004120,CASE-000120,DOC-004120,ATTACH_CASE-000120_4120.mp3,audio/mpeg,mp3,4480510,LOCAL,sample_data/attachments/CASE-000120/ATTACH_CASE-000120_4120.mp3,1d271b61fcd6f420819935c5899a995627eb8cd8ef5061cc42569638cae969a7,2025-06-03T23:53:35.156390
ATT-004121,CASE-000121,DOC-004121,ATTACH_CASE-000121_4121.mp4,video/mp4,mp4,4582213,LOCAL,sample_data/attachments/CASE-000121/ATTACH_CASE-000121_4121.mp4,a09a1787a4e6400c6209bb461e7774360210da424df242a32a9490aa38729d83,2026-07-13T18:53:35.156456
ATT-004122,CASE-000122,DOC-004122,ATTACH_CASE-000122_4122.pdf,application/pdf,pdf,1792799,LOCAL,sample_data/attachments/CASE-000122/ATTACH_CASE-000122_4122.pdf,e43205dc65a2761efbc7f8a479e4e1858b45be561097b3234076574156c5704f,2026-07-13T10:53:35.156503
ATT-004123,CASE-000123,DOC-004123,ATTACH_CASE-000123_4123.pdf,application/pdf,pdf,104610,LOCAL,sample_data/attachments/CASE-000123/ATTACH_CASE-000123_4123.pdf,eecd92a0e818e078261b8197fd83122bc589987efcb13a4ae957f66935b65a6f,2026-04-10T08:53:35.156548
ATT-004124,CASE-000124,DOC-004124,ATTACH_CASE-000124_4124.pdf,application/pdf,pdf,4022010,LOCAL,sample_data/attachments/CASE-000124/ATTACH_CASE-000124_4124.pdf,86d25e0100b6edbd36debad1b2f2aff528fde49935a6e0d56cd4a0ffe0656685,2026-07-26T13:53:35.156591
ATT-004125,CASE-000125,DOC-004125,ATTACH_CASE-000125_4125.png,image/png,png,2962229,LOCAL,sample_data/attachments/CASE-000125/ATTACH_CASE-000125_4125.png,01d963b5f238eed52cf855dfe5ba3f4d1ab413e29e71d81bbdb5c29becdbbf43,2026-02-06T17:53:35.156632
ATT-004126,CASE-000126,DOC-004126,ATTACH_CASE-000126_4126.png,image/png,png,2356773,LOCAL,sample_data/attachments/CASE-000126/ATTACH_CASE-000126_4126.png,b1ad7bdba4da23d951f77a90692174416f1f45b6d4dfd06e8d88f761a03ec8b4,2026-06-03T11:53:35.156674
ATT-004127,CASE-000127,DOC-004127,ATTACH_CASE-000127_4127.pdf,application/pdf,pdf,3556816,LOCAL,sample_data/attachments/CASE-000127/ATTACH_CASE-000127_4127.pdf,50bd5321672fd28d56fb14107b9a9ae9a14a33952a31b298e06c96fbae28978c,2026-05-07T05:53:35.156715
ATT-004128,CASE-000128,DOC-004128,ATTACH_CASE-000128_4128.mp4,video/mp4,mp4,995956,LOCAL,sample_data/attachments/CASE-000128/ATTACH_CASE-000128_4128.mp4,4987d1511973b76a67918af95c23ca57ffc3d2240fa03e33e048d46063f19e8f,2026-03-05T15:53:35.156761
ATT-004129,CASE-000129,DOC-004129,ATTACH_CASE-000129_4129.pdf,application/pdf,pdf,1463048,LOCAL,sample_data/attachments/CASE-000129/ATTACH_CASE-000129_4129.pdf,26132b916cc9306553ea638e77ecd5618ffe5e149bc7f5f56e07544e79db6613,2026-07-25T03:53:35.156803
ATT-004130,CASE-000130,DOC-004130,ATTACH_CASE-000130_4130.mp3,audio/mpeg,mp3,4553567,LOCAL,sample_data/attachments/CASE-000130/ATTACH_CASE-000130_4130.mp3,0cd2243a892b0fa6428e39e98a720b30dff69774f1607d007805189f84c7250e,2025-07-07T03:53:35.156853
ATT-004131,CASE-000131,DOC-004131,ATTACH_CASE-000131_4131.png,image/png,png,3539785,LOCAL,sample_data/attachments/CASE-000131/ATTACH_CASE-000131_4131.png,e42ad4e4969cc539297b130bbc9bd301f718dfed538842ec60c572888844b5c7,2026-05-28T22:53:35.156901
ATT-004132,CASE-000132,DOC-004132,ATTACH_CASE-000132_4132.mp4,video/mp4,mp4,2054406,LOCAL,sample_data/attachments/CASE-000132/ATTACH_CASE-000132_4132.mp4,674a43db7ff8ae5b96e74bbc5674681140d36a96d7e079395186bcc3c566728d,2026-03-12T07:53:35.156947
ATT-004133,CASE-000133,DOC-004133,ATTACH_CASE-000133_4133.mp3,audio/mpeg,mp3,2781280,LOCAL,sample_data/attachments/CASE-000133/ATTACH_CASE-000133_4133.mp3,aa0a5d379316688f0a18be2030e4041bf9782fd5edaae51f5fe7ac1866216f3f,2026-01-09T20:53:35.156991
ATT-004134,CASE-000134,DOC-004134,ATTACH_CASE-000134_4134.mp4,video/mp4,mp4,1078664,LOCAL,sample_data/attachments/CASE-000134/ATTACH_CASE-000134_4134.mp4,cc4c6850b42472c45e0d8ff798de9ee3d70b09ddda13982e2777e6297fba5909,2025-10-30T13:53:35.157038
ATT-004135,CASE-000135,DOC-004135,ATTACH_CASE-000135_4135.mp4,video/mp4,mp4,2312096,LOCAL,sample_data/attachments/CASE-000135/ATTACH_CASE-000135_4135.mp4,0db6c299a69f030438805fd54869b453c869b2d0cbde7849548e3b918b2828bb,2025-11-27T02:53:35.157081
ATT-004136,CASE-000136,DOC-004136,ATTACH_CASE-000136_4136.pdf,application/pdf,pdf,1441210,LOCAL,sample_data/attachments/CASE-000136/ATTACH_CASE-000136_4136.pdf,dffe0c185fbb337ea44a6821021881e0fec18d7b187c2e2edf48b164d9d5c123,2025-08-01T02:53:35.157122
ATT-004137,CASE-000137,DOC-004137,ATTACH_CASE-000137_4137.mp3,audio/mpeg,mp3,1605363,LOCAL,sample_data/attachments/CASE-000137/ATTACH_CASE-000137_4137.mp3,85f94052fc664486786abde27135da7d5122c6db41f9849236afd730a9b614c9,2025-12-31T06:53:35.157164
ATT-004138,CASE-000138,DOC-004138,ATTACH_CASE-000138_4138.mp4,video/mp4,mp4,4041179,LOCAL,sample_data/attachments/CASE-000138/ATTACH_CASE-000138_4138.mp4,9a550f5d35abec182650ea3473e579a3751a838b0e3c93ea59930454c6d66eb0,2025-12-11T01:53:35.157207
ATT-004139,CASE-000139,DOC-004139,ATTACH_CASE-000139_4139.mp4,video/mp4,mp4,2524983,LOCAL,sample_data/attachments/CASE-000139/ATTACH_CASE-000139_4139.mp4,6200e92cc6232e1446a2556db250c180259cc8dec68b2305c39ee93db8675f51,2025-05-25T08:53:35.157250
ATT-004140,CASE-000140,DOC-004140,ATTACH_CASE-000140_4140.mp3,audio/mpeg,mp3,1409138,LOCAL,sample_data/attachments/CASE-000140/ATTACH_CASE-000140_4140.mp3,ac5b73ca6106be7848fe07214ea7f060c5223a136be62bb65b4be0e3367f9b81,2026-02-07T05:53:35.157291
ATT-004141,CASE-000141,DOC-004141,ATTACH_CASE-000141_4141.mp4,video/mp4,mp4,4897178,LOCAL,sample_data/attachments/CASE-000141/ATTACH_CASE-000141_4141.mp4,aef6b5750ded0be0bd200754f30f84c586ac771787d141f5e34c76871aec634a,2026-06-12T07:53:35.157331
ATT-004142,CASE-000142,DOC-004142,ATTACH_CASE-000142_4142.png,image/png,png,1861207,LOCAL,sample_data/attachments/CASE-000142/ATTACH_CASE-000142_4142.png,1877ef718047e1e7f32a2cc0c2fb6dc50877a52348b1f5d6735758225e567e6b,2026-08-03T03:53:35.157372
ATT-004143,CASE-000143,DOC-004143,ATTACH_CASE-000143_4143.mp3,audio/mpeg,mp3,3370903,LOCAL,sample_data/attachments/CASE-000143/ATTACH_CASE-000143_4143.mp3,c26f682567008f644d90bd9312caffd1d658285dc15e47edc351c480e7bc214f,2025-05-27T10:53:35.157416
ATT-004144,CASE-000144,DOC-004144,ATTACH_CASE-000144_4144.mp4,video/mp4,mp4,319788,LOCAL,sample_data/attachments/CASE-000144/ATTACH_CASE-000144_4144.mp4,3817146f443022d026ba4f999aa0865842954ce65ca7d66c6c3b2ded80deee6b,2025-07-11T17:53:35.157458
ATT-004145,CASE-000145,DOC-004145,ATTACH_CASE-000145_4145.png,image/png,png,1552760,LOCAL,sample_data/attachments/CASE-000145/ATTACH_CASE-000145_4145.png,da598c6be2a9415ba6225f2972e64293fb07f5891a34544b3f34feb046efd388,2026-01-09T11:53:35.157503
ATT-004146,CASE-000146,DOC-004146,ATTACH_CASE-000146_4146.mp4,video/mp4,mp4,2548785,LOCAL,sample_data/attachments/CASE-000146/ATTACH_CASE-000146_4146.mp4,b5451aaffaf8d356d2f74730299f7a6a2e53d72e9db68c42ab0ebe31061f6302,2026-02-04T02:53:35.157545
ATT-004147,CASE-000147,DOC-004147,ATTACH_CASE-000147_4147.pdf,application/pdf,pdf,764983,LOCAL,sample_data/attachments/CASE-000147/ATTACH_CASE-000147_4147.pdf,2b6723616d367ede1a9639b440868a5c061fffc2284324f2772492d0396ffd7e,2026-02-10T11:53:35.157587
ATT-004148,CASE-000148,DOC-004148,ATTACH_CASE-000148_4148.png,image/png,png,3123804,LOCAL,sample_data/attachments/CASE-000148/ATTACH_CASE-000148_4148.png,0689b67c3fbfb2a7c7a42b25f6f50d88d7083b44855c634ddee024f88aae9da0,2026-04-14T18:53:35.157628
ATT-004149,CASE-000149,DOC-004149,ATTACH_CASE-000149_4149.jpg,image/jpeg,jpg,2732230,LOCAL,sample_data/attachments/CASE-000149/ATTACH_CASE-000149_4149.jpg,1514143f85ac765e9581814043fd9f044ac967c83b367abc7601a782cc522f01,2025-10-05T16:53:35.157673
ATT-004150,CASE-000150,DOC-004150,ATTACH_CASE-000150_4150.png,image/png,png,4993691,LOCAL,sample_data/attachments/CASE-000150/ATTACH_CASE-000150_4150.png,7ea43fdd1cb54de9990c97e69a9a457c87fa3026b1f26bd943fdeb6e08f18023,2025-05-03T07:53:35.157717
ATT-004151,CASE-000151,DOC-004151,ATTACH_CASE-000151_4151.png,image/png,png,4498334,LOCAL,sample_data/attachments/CASE-000151/ATTACH_CASE-000151_4151.png,2696bbb41860c1b7ae6c991e133f392df526e5ce775571da00bb5cf3db1b1b46,2026-05-01T09:53:35.157759
ATT-004152,CASE-000152,DOC-004152,ATTACH_CASE-000152_4152.mp3,audio/mpeg,mp3,4915617,LOCAL,sample_data/attachments/CASE-000152/ATTACH_CASE-000152_4152.mp3,ec833b416b6f33a4b777e4c9aa4dd5277813f4945ea335a58350d3a271575efe,2025-10-20T07:53:35.157803
ATT-004153,CASE-000153,DOC-004153,ATTACH_CASE-000153_4153.jpg,image/jpeg,jpg,3365260,LOCAL,sample_data/attachments/CASE-000153/ATTACH_CASE-000153_4153.jpg,51833b1087afbbec94293bf565633d03e9b489050725bafea66ec75d8a1f9197,2026-07-27T20:53:35.157844
ATT-004154,CASE-000154,DOC-004154,ATTACH_CASE-000154_4154.mp3,audio/mpeg,mp3,3333791,LOCAL,sample_data/attachments/CASE-000154/ATTACH_CASE-000154_4154.mp3,3978d8136475658def698b5c6c1259c10df330fcc65ee8ccb469e0ebe53831c6,2026-08-16T06:53:35.157888
ATT-004155,CASE-000155,DOC-004155,ATTACH_CASE-000155_4155.pdf,application/pdf,pdf,2327869,LOCAL,sample_data/attachments/CASE-000155/ATTACH_CASE-000155_4155.pdf,d9a661e41dd7f9e6ed69c7d1f92ce4c3532170a81139472d5b5a618bc4179469,2025-12-05T23:53:35.157927
ATT-004156,CASE-000156,DOC-004156,ATTACH_CASE-000156_4156.png,image/png,png,3232636,LOCAL,sample_data/attachments/CASE-000156/ATTACH_CASE-000156_4156.png,46034def3776e0495fb9804fc3c3706c65664eb722aa8e2161c6d22eefe2d585,2026-03-08T17:53:35.157972
ATT-004157,CASE-000157,DOC-004157,ATTACH_CASE-000157_4157.png,image/png,png,4001242,LOCAL,sample_data/attachments/CASE-000157/ATTACH_CASE-000157_4157.png,26c3657ea0f38cfebfecc3701744f9958914ab2da5162a47ea26f6ed55f91f40,2026-01-27T15:53:35.158015
ATT-004158,CASE-000158,DOC-004158,ATTACH_CASE-000158_4158.jpg,image/jpeg,jpg,1418467,LOCAL,sample_data/attachments/CASE-000158/ATTACH_CASE-000158_4158.jpg,32d216360ae18495c228cba8ceebc267e163717bf1db3fb80a780d4e1cbf6847,2025-10-12T04:53:35.158069
ATT-004159,CASE-000159,DOC-004159,ATTACH_CASE-000159_4159.mp4,video/mp4,mp4,1467133,LOCAL,sample_data/attachments/CASE-000159/ATTACH_CASE-000159_4159.mp4,d49ba5cf5aa14392402bb71b503885dd337e04203b372e9f3c0b93222be97dc3,2026-08-03T04:53:35.158122
ATT-004160,CASE-000160,DOC-004160,ATTACH_CASE-000160_4160.jpg,image/jpeg,jpg,4796282,LOCAL,sample_data/attachments/CASE-000160/ATTACH_CASE-000160_4160.jpg,ec860ba62a23ed3b94be4601a10292663643daaf5bfb87ffc0ef06caccf5f2da,2026-01-10T22:53:35.158164
ATT-004161,CASE-000161,DOC-004161,ATTACH_CASE-000161_4161.mp4,video/mp4,mp4,892854,LOCAL,sample_data/attachments/CASE-000161/ATTACH_CASE-000161_4161.mp4,63214eba8fc18c36687cff366984c4c4bace97b562804b9a97879f230c0c1aae,2026-07-20T20:53:35.158204
